,timestamp,d0,d1,d2,d3,d4,d5,d6,d7,d8,c0,c1,c2,c3,c4,c5,c6,c7,c8
2554,0 days 00:08:24.815101,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2555,0 days 00:08:25.018216,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2556,0 days 00:08:25.221328,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2557,0 days 00:08:25.408824,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2558,0 days 00:08:25.611941,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2559,0 days 00:08:25.815050,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2560,0 days 00:08:26.002547,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2561,0 days 00:08:26.205663,105,120,120,109,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2562,0 days 00:08:26.408773,106,120,120,109,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2563,0 days 00:08:26.596269,106,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2564,0 days 00:08:26.799385,105,120,120,109,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2565,0 days 00:08:27.002495,105,120,120,109,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2566,0 days 00:08:27.189992,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2567,0 days 00:08:27.393078,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2568,0 days 00:08:27.627467,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2569,0 days 00:08:27.783714,105,120,120,109,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2570,0 days 00:08:27.986825,105,120,120,110,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2571,0 days 00:08:28.189941,105,120,120,110,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2572,0 days 00:08:28.377436,105,120,120,110,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2573,0 days 00:08:28.580547,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2574,0 days 00:08:28.768044,105,120,120,110,106,132,134,133,134,255,255,255,255,255,255,255,255,255
2575,0 days 00:08:28.971159,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2576,0 days 00:08:29.174270,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2577,0 days 00:08:29.361766,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2578,0 days 00:08:29.564881,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2579,0 days 00:08:29.767992,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2580,0 days 00:08:29.955489,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2581,0 days 00:08:30.158604,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2582,0 days 00:08:30.361715,106,120,120,109,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2583,0 days 00:08:30.549210,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2584,0 days 00:08:30.752328,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2585,0 days 00:08:30.955437,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2586,0 days 00:08:31.142934,105,120,121,111,107,132,135,134,134,255,255,255,255,255,255,255,255,255
2587,0 days 00:08:31.346007,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2588,0 days 00:08:31.549160,106,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2589,0 days 00:08:31.736656,106,120,120,109,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2590,0 days 00:08:31.939766,106,120,120,109,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2591,0 days 00:08:32.142883,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2592,0 days 00:08:32.330379,106,120,121,110,106,132,135,134,135,255,255,255,255,255,255,255,255,255
2593,0 days 00:08:32.533460,105,120,120,109,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2594,0 days 00:08:32.736605,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2595,0 days 00:08:32.924101,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2596,0 days 00:08:33.127211,106,120,120,109,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2597,0 days 00:08:33.330328,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2598,0 days 00:08:33.517823,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2599,0 days 00:08:33.720934,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2600,0 days 00:08:33.908432,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2601,0 days 00:08:34.111546,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2602,0 days 00:08:34.314657,105,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2603,0 days 00:08:34.502153,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2604,0 days 00:08:34.705272,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2605,0 days 00:08:34.908379,106,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2606,0 days 00:08:35.095875,105,120,120,109,106,131,134,133,134,255,255,255,255,255,255,255,255,255
2607,0 days 00:08:35.298991,105,121,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2608,0 days 00:08:35.502102,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2609,0 days 00:08:35.689593,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2610,0 days 00:08:35.892715,105,121,121,110,106,132,135,134,135,255,255,255,255,255,255,255,255,255
2611,0 days 00:08:36.095824,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2612,0 days 00:08:36.283324,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2613,0 days 00:08:36.486431,105,120,120,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2614,0 days 00:08:36.689547,105,120,120,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2615,0 days 00:08:36.877043,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2616,0 days 00:08:37.080127,105,120,120,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2617,0 days 00:08:37.283269,105,120,120,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2618,0 days 00:08:37.470765,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2619,0 days 00:08:37.673876,105,120,121,111,106,133,135,134,134,255,255,255,255,255,255,255,255,255
2620,0 days 00:08:37.876992,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2621,0 days 00:08:38.064489,105,120,121,111,106,133,135,134,135,255,255,255,255,255,255,255,255,255
2622,0 days 00:08:38.267600,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2623,0 days 00:08:38.455095,105,120,121,111,107,132,135,134,134,255,255,255,255,255,255,255,255,255
2624,0 days 00:08:38.658211,105,120,121,111,106,132,135,134,135,255,255,255,255,255,255,255,255,255
2625,0 days 00:08:38.861321,105,120,121,111,107,133,135,134,134,255,255,255,255,255,255,255,255,255
2626,0 days 00:08:39.048817,105,120,121,111,106,133,135,134,134,255,255,255,255,255,255,255,255,255
2627,0 days 00:08:39.251933,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2628,0 days 00:08:39.455043,105,121,121,111,106,133,135,134,135,255,255,255,255,255,255,255,255,255
2629,0 days 00:08:39.642539,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2630,0 days 00:08:39.845656,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2631,0 days 00:08:40.048766,106,121,121,110,106,133,135,134,134,255,255,255,255,255,255,255,255,255
2632,0 days 00:08:40.236263,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2633,0 days 00:08:40.439382,105,120,121,111,106,133,135,134,134,255,255,255,255,255,255,255,255,255
2634,0 days 00:08:40.642488,105,120,120,109,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2635,0 days 00:08:40.829985,105,120,120,109,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2636,0 days 00:08:41.033071,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2637,0 days 00:08:41.236211,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2638,0 days 00:08:41.423707,105,120,121,111,107,133,135,134,135,255,255,255,255,255,255,255,255,255
2639,0 days 00:08:41.626780,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2640,0 days 00:08:41.829934,105,120,121,111,107,133,136,134,134,255,255,255,255,255,255,255,255,255
2641,0 days 00:08:42.017430,105,120,121,111,106,133,136,134,134,255,255,255,255,255,255,255,255,255
2642,0 days 00:08:42.220540,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2643,0 days 00:08:42.423658,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2644,0 days 00:08:42.611152,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2645,0 days 00:08:42.814263,106,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2646,0 days 00:08:43.001759,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2647,0 days 00:08:43.204877,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2648,0 days 00:08:43.407986,106,121,121,111,106,133,135,134,135,255,255,255,255,255,255,255,255,255
2649,0 days 00:08:43.595482,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2650,0 days 00:08:43.798597,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2651,0 days 00:08:44.001683,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2652,0 days 00:08:44.189204,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2653,0 days 00:08:44.392324,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2654,0 days 00:08:44.595432,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2655,0 days 00:08:44.782928,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2656,0 days 00:08:44.986026,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2657,0 days 00:08:45.189153,105,120,120,109,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2658,0 days 00:08:45.376650,106,120,121,110,106,132,135,134,135,255,255,255,255,255,255,255,255,255
2659,0 days 00:08:45.579764,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2660,0 days 00:08:45.782876,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2661,0 days 00:08:45.970370,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2662,0 days 00:08:46.173444,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2663,0 days 00:08:46.376598,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2664,0 days 00:08:46.564094,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2665,0 days 00:08:46.767205,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2666,0 days 00:08:46.970321,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2667,0 days 00:08:47.157816,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2668,0 days 00:08:47.360929,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2669,0 days 00:08:47.548423,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2670,0 days 00:08:47.751540,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2671,0 days 00:08:47.954650,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2672,0 days 00:08:48.142151,105,120,121,110,106,133,135,134,134,255,255,255,255,255,255,255,255,255
2673,0 days 00:08:48.345261,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2674,0 days 00:08:48.548373,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2675,0 days 00:08:48.735868,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2676,0 days 00:08:48.938985,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2677,0 days 00:08:49.142095,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2678,0 days 00:08:49.329592,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2679,0 days 00:08:49.532701,105,121,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2680,0 days 00:08:49.735822,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2681,0 days 00:08:49.923313,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2682,0 days 00:08:50.126389,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2683,0 days 00:08:50.329539,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2684,0 days 00:08:50.517036,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2685,0 days 00:08:50.720141,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2686,0 days 00:08:50.923264,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2687,0 days 00:08:51.110760,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2688,0 days 00:08:51.313845,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2689,0 days 00:08:51.516985,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2690,0 days 00:08:51.704482,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2691,0 days 00:08:51.907586,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2692,0 days 00:08:52.110708,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2693,0 days 00:08:52.298205,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2694,0 days 00:08:52.501314,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2695,0 days 00:08:52.688812,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2696,0 days 00:08:52.891928,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2697,0 days 00:08:53.095037,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2698,0 days 00:08:53.282535,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2699,0 days 00:08:53.485650,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2700,0 days 00:08:53.688754,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2701,0 days 00:08:53.876256,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2702,0 days 00:08:54.079372,105,120,120,109,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2703,0 days 00:08:54.282484,105,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2704,0 days 00:08:54.469978,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2705,0 days 00:08:54.673072,106,120,121,110,106,132,135,133,134,255,255,255,255,255,255,255,255,255
2706,0 days 00:08:54.876207,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2707,0 days 00:08:55.063701,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2708,0 days 00:08:55.266797,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2709,0 days 00:08:55.469927,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2710,0 days 00:08:55.657423,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2711,0 days 00:08:55.860535,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2712,0 days 00:08:56.063617,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2713,0 days 00:08:56.251146,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2714,0 days 00:08:56.459101,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2715,0 days 00:08:56.646596,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2716,0 days 00:08:56.849707,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2717,0 days 00:08:57.052823,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2718,0 days 00:08:57.240322,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2719,0 days 00:08:57.443429,105,120,121,111,107,132,135,134,134,255,255,255,255,255,255,255,255,255
2720,0 days 00:08:57.630927,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2721,0 days 00:08:57.834041,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2722,0 days 00:08:58.037154,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2723,0 days 00:08:58.224650,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2724,0 days 00:08:58.427770,106,120,120,110,106,132,135,133,134,255,255,255,255,255,255,255,255,255
2725,0 days 00:08:58.630875,105,120,120,109,106,132,134,133,134,255,255,255,255,255,255,255,255,255
2726,0 days 00:08:58.818371,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2727,0 days 00:08:59.021487,105,120,121,110,106,131,134,133,134,255,255,255,255,255,255,255,255,255
2728,0 days 00:08:59.224598,105,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2729,0 days 00:08:59.412094,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2730,0 days 00:08:59.615199,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2731,0 days 00:08:59.818320,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2732,0 days 00:09:00.005816,106,120,120,110,106,131,134,133,134,255,255,255,255,255,255,255,255,255
2733,0 days 00:09:00.208889,105,119,120,110,105,131,134,133,133,255,255,255,255,255,255,255,255,255
2734,0 days 00:09:00.412043,106,120,121,110,106,131,134,133,134,255,255,255,255,255,255,255,255,255
2735,0 days 00:09:00.599538,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2736,0 days 00:09:00.802643,106,120,120,110,106,132,134,133,134,255,255,255,255,255,255,255,255,255
2737,0 days 00:09:01.005765,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2738,0 days 00:09:01.193262,105,120,120,110,106,132,134,133,134,255,255,255,255,255,255,255,255,255
2739,0 days 00:09:01.396345,106,120,121,110,106,132,135,133,134,255,255,255,255,255,255,255,255,255
2740,0 days 00:09:01.583869,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2741,0 days 00:09:01.786985,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2742,0 days 00:09:01.990089,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2743,0 days 00:09:02.177592,105,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2744,0 days 00:09:02.380707,105,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2745,0 days 00:09:02.583817,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2746,0 days 00:09:02.771314,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2747,0 days 00:09:02.974429,106,120,121,110,106,131,135,134,134,255,255,255,255,255,255,255,255,255
2748,0 days 00:09:03.177540,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2749,0 days 00:09:03.365037,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2750,0 days 00:09:03.568147,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2751,0 days 00:09:03.771262,106,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2752,0 days 00:09:03.958759,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2753,0 days 00:09:04.161868,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2754,0 days 00:09:04.364987,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2755,0 days 00:09:04.552481,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2756,0 days 00:09:04.755591,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2757,0 days 00:09:04.958707,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2758,0 days 00:09:05.146203,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2759,0 days 00:09:05.349312,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2760,0 days 00:09:05.552429,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2761,0 days 00:09:05.739925,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2762,0 days 00:09:05.943036,106,121,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2763,0 days 00:09:06.130532,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2764,0 days 00:09:06.333648,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2765,0 days 00:09:06.536759,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2766,0 days 00:09:06.724255,106,121,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2767,0 days 00:09:06.927371,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2768,0 days 00:09:07.130482,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2769,0 days 00:09:07.317979,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2770,0 days 00:09:07.521093,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2771,0 days 00:09:07.724198,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2772,0 days 00:09:07.911700,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2773,0 days 00:09:08.114814,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2774,0 days 00:09:08.317921,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2775,0 days 00:09:08.505420,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2776,0 days 00:09:08.708533,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2777,0 days 00:09:08.911649,106,120,120,110,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2778,0 days 00:09:09.099145,106,120,120,110,106,131,134,133,134,255,255,255,255,255,255,255,255,255
2779,0 days 00:09:09.302255,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2780,0 days 00:09:09.505372,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2781,0 days 00:09:09.692867,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2782,0 days 00:09:09.895942,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2783,0 days 00:09:10.099094,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2784,0 days 00:09:10.286590,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2785,0 days 00:09:10.489701,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2786,0 days 00:09:10.677199,105,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2787,0 days 00:09:10.880312,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2788,0 days 00:09:11.083429,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2789,0 days 00:09:11.270920,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2790,0 days 00:09:11.474035,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2791,0 days 00:09:11.677140,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2792,0 days 00:09:11.864643,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2793,0 days 00:09:12.067758,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2794,0 days 00:09:12.270868,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2795,0 days 00:09:12.458365,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2796,0 days 00:09:12.661480,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2797,0 days 00:09:12.864591,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2798,0 days 00:09:13.052088,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2799,0 days 00:09:13.255171,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2800,0 days 00:09:13.458313,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2801,0 days 00:09:13.645809,105,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2802,0 days 00:09:13.848914,106,120,120,110,105,132,134,134,134,255,255,255,255,255,255,255,255,255
2803,0 days 00:09:14.052036,106,120,120,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2804,0 days 00:09:14.239532,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2805,0 days 00:09:14.442643,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2806,0 days 00:09:14.645759,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2807,0 days 00:09:14.833255,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2808,0 days 00:09:15.036365,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2809,0 days 00:09:15.239481,106,120,120,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2810,0 days 00:09:15.426977,106,120,120,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2811,0 days 00:09:15.630087,106,120,121,110,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2812,0 days 00:09:15.817584,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2813,0 days 00:09:16.020699,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2814,0 days 00:09:16.223811,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2815,0 days 00:09:16.411308,105,119,120,110,106,131,134,134,134,255,255,255,255,255,255,255,255,255
2816,0 days 00:09:16.614423,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2817,0 days 00:09:16.817533,106,120,121,110,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2818,0 days 00:09:17.005030,106,120,121,111,106,132,134,134,134,255,255,255,255,255,255,255,255,255
2819,0 days 00:09:17.208144,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2820,0 days 00:09:17.411256,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
2821,0 days 00:09:17.598751,106,120,121,111,106,132,135,134,134,255,255,255,255,255,255,255,255,255
