#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,double,string,double,double,double,double,double,double,double,double,double,double,dateTime:RFC3339,string,double
#default,,,,,,,,,,,,,,,
,battery_level,device,floor_calib,height,height_std,hum_in,hum_out,pressure,start_calib,temp,temp_in,temp_out,time,wake_reason,wifi_rssi
,2.4,ESP32-S2,73,109.63,12.6,99.9,55.1,,18,,6,6.19,2024-01-09T05:16:48.330194882Z,timeout,-65
,2.4,ESP32-S2,73,110,12.05,99.9,59,,18,,5.9,6.17,2024-01-09T05:28:42.594700698Z,timeout,-66
,3.4,ESP32-S2,73,110.25,11.57,99.9,61.17,,18,,6,6.26,2024-01-09T05:40:36.198582305Z,timeout,-68
,2.4,ESP32-S2,73,94.69,11.31,99.9,62.72,,18,,6,6.39,2024-01-09T05:52:30.244174973Z,timeout,-69
,3.4,ESP32-S2,73,110.12,11.86,99.9,72.11,,18,,6.7,7.55,2024-01-09T06:04:24.591945882Z,timeout,-67
,2.4,ESP32-S2,73,109.01,12.91,99.9,68.08,,18,,7,7.55,2024-01-09T06:16:18.527156831Z,timeout,-70
,3.4,ESP32-S2,73,108.89,13.07,99.9,63.93,,18,,7,7.48,2024-01-09T06:28:11.659938274Z,timeout,-73
,2.4,ESP32-S2,73,108.77,12.69,99.8,59.3,,18,,6.8,7.32,2024-01-09T06:40:06.157468591Z,timeout,-74
,3.4,ESP32-S2,73,108.89,12.6,99.9,56.67,,18,,6.6,6.85,2024-01-09T06:51:58.714764333Z,timeout,-68
,3.4,ESP32-S2,73,107.9,13.53,99.9,60.43,,18,,6.4,6.71,2024-01-09T07:03:51.833884565Z,timeout,-72
,2.4,ESP32-S2,73,110.12,11.86,99.9,62.3,,18,,6.4,6.74,2024-01-09T07:15:45.565757558Z,timeout,-68
,3.4,ESP32-S2,73,109.51,12.46,99.9,63.58,,18,,6.5,6.85,2024-01-09T07:27:38.957463426Z,timeout,-64
,2.4,ESP32-S2,73,106.17,13.13,99.9,64.89,,18,,6.5,6.96,2024-01-09T07:39:33.131782706Z,timeout,-67
,2.4,ESP32-S2,73,105.56,12.88,99.9,65.65,,18,,6.6,7.09,2024-01-09T07:51:27.081328906Z,timeout,-67
,2.4,ESP32-S2,73,108.4,12.85,99.9,60.68,,18,,6.7,7.02,2024-01-09T08:03:20.80233717Z,timeout,-66
,3.4,ESP32-S2,73,110.12,11.86,99.9,55.11,,18,,6.5,6.66,2024-01-09T08:15:13.823144969Z,timeout,-66
,3.4,ESP32-S2,73,109.88,12.16,99.9,55.88,,18,,6.2,6.38,2024-01-09T08:27:07.157266298Z,timeout,-66
,2.4,ESP32-S2,73,109.14,12.97,99.9,59.8,,18,,6.1,6.38,2024-01-09T08:39:00.474341055Z,timeout,-66
,2.4,ESP32-S2,73,110,11.97,99.9,61.97,,18,,6.2,6.5,2024-01-09T08:50:54.107303839Z,timeout,-66
,2.4,ESP32-S2,73,107.16,12.7,99.9,63.19,,18,,6.3,6.63,2024-01-09T09:02:48.358360559Z,timeout,-65
,2.4,ESP32-S2,73,109.75,12.58,99.9,64.37,,18,,6.4,6.78,2024-01-09T09:14:41.58421506Z,timeout,-65
,2.4,ESP32-S2,73,109.88,12.16,99.9,65.5,,18,,6.5,6.92,2024-01-09T09:26:35.515510684Z,timeout,-66
,2.4,ESP32-S2,73,109.26,12.81,99.9,62.1,,18,,6.6,6.97,2024-01-09T09:38:29.354122389Z,timeout,-65
,2.4,ESP32-S2,73,107.9,13.08,99.9,56.59,,18,,6.5,6.73,2024-01-09T09:50:23.29764158Z,timeout,-64
,2.4,ESP32-S2,73,107.65,13.59,99.9,54.52,,18,,6.2,6.37,2024-01-09T10:02:17.205269525Z,timeout,-65
,2.4,ESP32-S2,73,108.52,12.85,99.9,58.33,,18,,6.1,6.33,2024-01-09T10:14:10.866760311Z,timeout,-65
,2.4,ESP32-S2,73,108.64,12.85,99.8,61.14,,18,,6,6.42,2024-01-09T10:26:04.908731675Z,timeout,-65
,2.4,ESP32-S2,73,107.78,13.59,99.9,62.71,,18,,6.2,6.54,2024-01-09T10:37:58.435168629Z,timeout,-65
,2.4,ESP32-S2,73,108.4,13.24,99.9,63.97,,18,,6.3,6.68,2024-01-09T10:49:51.963694487Z,timeout,-65
,2.4,ESP32-S2,73,107.04,13.45,99.9,65.07,,18,,6.5,6.83,2024-01-09T11:01:45.799554599Z,timeout,-65
,2.4,ESP32-S2,73,108.02,13.38,99.8,64.53,,18,,6.5,6.97,2024-01-09T11:13:41.687119957Z,timeout,-65
,2.4,ESP32-S2,73,109.51,12.62,99.9,58.82,,18,,6.5,6.83,2024-01-09T11:25:33.783921895Z,timeout,-65
,2.4,ESP32-S2,73,109.26,12.41,99.9,53.63,,18,,6.3,6.45,2024-01-09T11:37:27.005137905Z,timeout,-64
,2.4,ESP32-S2,73,109.01,12.83,99.8,55.38,,18,,5.9,6.24,2024-01-09T11:49:21.128742211Z,timeout,-64
,2.4,ESP32-S2,73,106.79,13.33,99.9,59.3,,18,,6,6.27,2024-01-09T12:01:14.267816157Z,timeout,-64
,2.4,ESP32-S2,73,106.91,12.82,99.9,61.37,,18,,6,6.38,2024-01-09T12:13:08.517070087Z,timeout,-65
,2.4,ESP32-S2,73,108.77,12.53,99.9,62.95,,18,,6.2,6.52,2024-01-09T12:25:01.633942343Z,timeout,-65
,2.4,ESP32-S2,73,109.01,13.06,99.9,64.22,,18,,6.3,6.66,2024-01-09T12:36:55.370798032Z,timeout,-64
,2.4,ESP32-S2,73,107.9,13.53,99.9,65.35,,18,,6.4,6.82,2024-01-09T12:48:49.103908567Z,timeout,-65
,2.4,ESP32-S2,73,106.79,12.95,99.9,63.78,,18,,6.6,6.94,2024-01-09T13:00:42.329527476Z,timeout,-65
,2.4,ESP32-S2,73,106.91,12.97,99.9,58.19,,18,,6.5,6.78,2024-01-09T13:12:35.852511991Z,timeout,-64
,2.4,ESP32-S2,73,107.04,13.07,99.9,53.75,,18,,6.2,6.39,2024-01-09T13:24:29.282673707Z,timeout,-65
,2.4,ESP32-S2,73,108.64,12.93,99.9,56.74,,18,,6,6.25,2024-01-09T13:36:22.450946655Z,timeout,-64
,2.4,ESP32-S2,73,108.77,12.69,99.8,60.15,,18,,5.9,6.31,2024-01-09T13:48:16.957309599Z,timeout,-64
,2.4,ESP32-S2,73,107.78,13.37,99.9,61.71,,18,,6.1,6.43,2024-01-09T14:00:10.176107048Z,timeout,-64
,2.4,ESP32-S2,73,107.65,12.59,99.9,63.31,,18,,6.2,6.54,2024-01-09T14:12:03.91181949Z,timeout,-65
,2.4,ESP32-S2,73,107.65,13.29,99.9,64.39,,18,,6.3,6.69,2024-01-09T14:23:58.166367982Z,timeout,-65
,2.4,ESP32-S2,73,106.42,13.56,99.9,65.49,,18,,6.5,6.86,2024-01-09T14:35:51.073213742Z,timeout,-65
,2.4,ESP32-S2,73,107.9,12.69,99.9,62.54,,18,,6.6,6.92,2024-01-09T14:47:44.576552624Z,timeout,-65
,2.4,ESP32-S2,73,106.54,13.36,99.8,56.62,,18,,6.3,6.66,2024-01-09T14:59:39.058547982Z,timeout,-65
,2.4,ESP32-S2,73,106.17,13.94,99.9,53.92,,18,,6.1,6.3,2024-01-09T15:11:32.494858711Z,timeout,-65
,2.4,ESP32-S2,73,107.16,13.24,99.9,57.71,,18,,6,6.24,2024-01-09T15:23:26.115050065Z,timeout,-65
,2.4,ESP32-S2,73,109.63,12.12,99.9,60.62,,18,,6,6.31,2024-01-09T15:35:19.538668813Z,timeout,-65
,2.4,ESP32-S2,73,108.4,12.46,99.9,62.05,,18,,6.1,6.44,2024-01-09T15:47:13.06921734Z,timeout,-65
,2.4,ESP32-S2,73,110.25,11.66,99.9,63.51,,18,,6.2,6.57,2024-01-09T15:59:06.908205758Z,timeout,-66
,2.4,ESP32-S2,73,107.16,12.54,99.8,64.57,,18,,6.3,6.72,2024-01-09T16:11:01.626032Z,timeout,-66
,2.4,ESP32-S2,73,106.79,13.11,99.8,65.75,,18,,6.4,6.88,2024-01-09T16:22:55.49941805Z,timeout,-65
,2.4,ESP32-S2,73,107.41,12.65,99.9,61.56,,18,,6.6,6.91,2024-01-09T16:34:49.365077409Z,timeout,-65
,2.4,ESP32-S2,73,106.91,13.13,99.9,55.96,,18,,6.4,6.61,2024-01-09T16:46:43.283117119Z,timeout,-65
,2.4,ESP32-S2,73,108.77,12.29,99.9,53.89,,18,,6.1,6.26,2024-01-09T16:58:37.326167816Z,timeout,-65
,2.4,ESP32-S2,73,106.54,13.44,99.9,57.83,,18,,6,6.22,2024-01-09T17:10:30.950886812Z,timeout,-65
,2.4,ESP32-S2,73,105.68,12.69,99.9,60.81,,18,,5.9,6.29,2024-01-09T17:22:24.692272452Z,timeout,-64
,2.4,ESP32-S2,73,106.91,12.82,99.9,66.41,,18,,6.7,7.55,2024-01-09T17:34:19.140858371Z,timeout,-60
,2.4,ESP32-S2,73,106.42,13.34,99.9,65.93,,18,,7.3,7.84,2024-01-09T17:46:13.079893303Z,timeout,-67
,2.4,ESP32-S2,73,107.28,13.63,99.9,66.05,,18,,7.5,8.27,2024-01-09T17:58:07.017537671Z,timeout,-62
,2.4,ESP32-S2,73,106.79,12.8,99.9,59.81,,18,,7.5,7.98,2024-01-09T18:10:00.649950199Z,timeout,-61
,2.4,ESP32-S2,73,106.17,13.94,99.9,54.48,,18,,7.1,7.44,2024-01-09T18:21:54.082437911Z,timeout,-61
,2.4,ESP32-S2,73,107.78,13.22,99.8,54.49,,18,,6.7,7.05,2024-01-09T18:33:48.433490061Z,timeout,-62
,2.4,ESP32-S2,73,105.43,12.84,99.9,58.27,,18,,6.6,6.98,2024-01-09T18:45:41.44367615Z,timeout,-62
,2.4,ESP32-S2,73,109.88,12.16,99.9,60.35,,18,,6.7,7.02,2024-01-09T18:57:34.944219361Z,timeout,-62
,2.4,ESP32-S2,73,108.27,13.09,99.9,62.07,,18,,6.7,7.1,2024-01-09T19:09:29.236131324Z,timeout,-62
,2.4,ESP32-S2,73,109.75,12.9,99.9,63.71,,18,,6.9,7.44,2024-01-09T19:21:22.547653247Z,timeout,-62
,2.4,ESP32-S2,73,106.91,12.82,99.8,65,,18,,7.4,8.06,2024-01-09T19:33:16.992316968Z,timeout,-69
,2.4,ESP32-S2,73,106.54,13.14,99.9,59.3,,18,,7.4,7.78,2024-01-09T19:45:10.32661199Z,timeout,-73
,2.4,ESP32-S2,73,106.91,12.9,99.9,54.75,,18,,7,7.27,2024-01-09T19:57:03.847000032Z,timeout,-74
,2.4,ESP32-S2,73,106.67,13.54,99.9,55.84,,18,,6.7,6.98,2024-01-09T20:08:56.763187387Z,timeout,-72
,2.4,ESP32-S2,73,107.04,12.84,99.8,59.01,,18,,6.5,6.97,2024-01-09T20:20:51.010953366Z,timeout,-75
,2.4,ESP32-S2,73,106.54,13.14,99.8,60.72,,18,,6.5,7.04,2024-01-09T20:32:44.538411354Z,timeout,-75
,2.4,ESP32-S2,73,107.16,13.16,99.8,62.45,,18,,6.6,7.15,2024-01-09T20:44:38.690702945Z,timeout,-75
,2.4,ESP32-S2,73,106.91,12.9,99.9,63.89,,18,,6.8,7.29,2024-01-09T20:56:31.493299005Z,timeout,-74
,2.4,ESP32-S2,73,106.54,13.21,99.8,62.18,,18,,6.9,7.34,2024-01-09T21:08:25.944300055Z,timeout,-69
,2.4,ESP32-S2,73,106.54,13.44,99.9,57.14,,18,,6.8,7.1,2024-01-09T21:20:19.107562296Z,timeout,-68
,2.4,ESP32-S2,73,107.53,12.97,99.9,53.78,,18,,6.5,6.7,2024-01-09T21:32:12.396030729Z,timeout,-69
,2.4,ESP32-S2,73,107.65,13.06,99.9,56.12,,18,,6.3,6.57,2024-01-09T21:44:06.331084695Z,timeout,-71
,2.4,ESP32-S2,73,107.53,12.58,99.8,59.17,,18,,6.2,6.64,2024-01-09T21:56:01.196177142Z,timeout,-71
,2.4,ESP32-S2,73,107.04,12.76,99.8,61.05,,18,,6.3,6.77,2024-01-09T22:07:53.803249613Z,timeout,-71
,2.4,ESP32-S2,73,107.41,12.49,99.8,62.68,,18,,6.4,6.91,2024-01-09T22:19:47.943145334Z,timeout,-73
,2.4,ESP32-S2,73,106.67,13.24,99.9,63.91,,18,,6.6,7.08,2024-01-09T22:31:41.692527977Z,timeout,-74
,2.4,ESP32-S2,73,106.91,12.82,99.9,62.59,,18,,6.8,7.17,2024-01-09T22:43:34.902679231Z,timeout,-70
,2.4,ESP32-S2,73,106.3,13.01,99.9,57.6,,18,,6.6,6.96,2024-01-09T22:55:28.328243237Z,timeout,-69
,2.4,ESP32-S2,73,106.67,13.31,99.9,53.78,,18,,6.4,6.57,2024-01-09T23:07:22.165631745Z,timeout,-71
,2.4,ESP32-S2,73,106.79,12.95,99.9,55.59,,18,,6.1,6.42,2024-01-09T23:19:15.800315819Z,timeout,-72
,2.4,ESP32-S2,73,109.63,12.52,99.8,59.04,,18,,6.1,6.48,2024-01-09T23:31:09.529157882Z,timeout,-74
,2.4,ESP32-S2,73,106.79,12.95,99.9,60.83,,18,,6.2,6.6,2024-01-09T23:43:02.65167814Z,timeout,-74
,2.4,ESP32-S2,73,107.41,12.25,99.8,62.45,,18,,6.3,6.75,2024-01-09T23:54:57.410889954Z,timeout,-75
,88.4,ESP32-S2,110,,12.61,99.9,42.08,,,,23.6,28.32,2023-12-30T16:14:18.341789997Z,reset,-57
,85.4,ESP32-S2,110,,14.08,99.9,49.13,,,,23,24.38,2023-12-30T16:18:13.380888203Z,timeout,-56
,83.4,ESP32-S2,110,,14.33,99.5,51.64,,,,22.9,23.66,2023-12-30T16:22:11.026028765Z,timeout,-57
,79.4,ESP32-S2,110,,13.92,96.6,52.91,,,,22.8,23.26,2023-12-30T16:26:09.616145302Z,timeout,-56
,83.4,ESP32-S2,110,,13.94,93.7,53.32,,,,22.6,23.03,2023-12-30T16:30:07.905092586Z,timeout,-57
,79.4,ESP32-S2,110,,13.63,91.4,53.6,,,,22.5,22.86,2023-12-30T16:34:05.711095503Z,timeout,-56
,78.4,ESP32-S2,110,,14.08,89.2,53.46,,,,22.3,22.74,2023-12-30T16:38:04.069048131Z,timeout,-56
,81.4,ESP32-S2,110,,14.87,86.7,53.25,,,,22.2,22.62,2023-12-30T16:42:02.048086043Z,timeout,-56
,80.4,ESP32-S2,73,,9.37,85.3,52.23,,,,22.2,22.59,2023-12-30T16:44:56.95361778Z,left,-59
,78.4,ESP32-S2,73,100,16.22,85.8,54.91,,18,,22.3,23.16,2023-12-30T16:45:17.94295425Z,middle,-52
,81.4,ESP32-S2,73,98.4,16.16,93.9,48.72,,18,,22.1,21.58,2023-12-30T16:51:14.506290425Z,timeout,-67
,81.4,ESP32-S2,73,101.73,16.48,96.5,49.03,,18,,21.6,21.03,2023-12-30T16:55:12.386126922Z,timeout,-66
,81.4,ESP32-S2,73,99.01,16.57,98.4,49.97,,18,,21,20.59,2023-12-30T16:59:11.082828024Z,timeout,-65
,78.4,ESP32-S2,73,100.99,15.45,99.9,50.35,,18,,20.7,20.28,2023-12-30T17:03:09.374522906Z,timeout,-65
,78.4,ESP32-S2,73,102.47,15.97,99.9,50.6,,18,,20.3,20.01,2023-12-30T17:07:07.14942623Z,timeout,-65
,77.4,ESP32-S2,73,101.98,15.69,99.9,51.47,,18,,20,19.8,2023-12-30T17:11:05.32594337Z,timeout,-65
,78.4,ESP32-S2,73,101.36,15.88,99.9,51.84,,18,,19.8,19.66,2023-12-30T17:15:03.512722506Z,timeout,-58
,80.4,ESP32-S2,73,100.49,15.29,99.9,51.86,,18,,19.5,19.6,2023-12-30T17:19:02.073790942Z,timeout,-65
,78.4,ESP32-S2,73,100.86,15.36,99.9,53.07,,18,,19.4,19.55,2023-12-30T17:23:00.503333253Z,timeout,-65
,80.4,ESP32-S2,73,102.47,16.83,99.9,52.35,,18,,19.3,19.5,2023-12-30T17:26:58.886229959Z,timeout,-65
,78.4,ESP32-S2,73,100.62,15.57,99.9,52.75,,18,,19.2,19.46,2023-12-30T17:30:56.96817368Z,timeout,-65
,75.4,ESP32-S2,73,100.74,15.27,99.9,53.08,,18,,19.2,19.42,2023-12-30T17:34:55.15117154Z,timeout,-65
,75.4,ESP32-S2,73,100.49,15.29,99.9,51.81,,18,,19.2,19.39,2023-12-30T17:38:53.332099001Z,timeout,-66
,74.4,ESP32-S2,73,100.99,15.25,99.9,52.01,,18,,19,19.36,2023-12-30T17:42:51.514670576Z,timeout,-65
,79.4,ESP32-S2,73,100.12,15.33,99.9,52.39,,18,,19,19.3,2023-12-30T17:46:49.493883817Z,timeout,-65
,78.4,ESP32-S2,73,100.37,15.19,99.9,52.08,,18,,19.1,19.25,2023-12-30T17:50:47.780154563Z,timeout,-65
,74.4,ESP32-S2,73,101.11,14.87,99.9,52.37,,18,,18.9,19.2,2023-12-30T17:54:45.863080676Z,timeout,-65
,78.4,ESP32-S2,73,101.98,14.36,99.9,52.08,,18,,18.9,19.15,2023-12-30T17:58:44.252686673Z,timeout,-65
,73.4,ESP32-S2,73,100.25,15.49,99.9,51.91,,18,,18.8,19.1,2023-12-30T18:02:42.337861615Z,timeout,-64
,77.4,ESP32-S2,73,103.95,14.81,99.9,52.29,,18,,18.8,19.06,2023-12-30T18:06:40.729404484Z,timeout,-64
,76.4,ESP32-S2,73,101.6,15.14,99.9,51.81,,18,,18.7,19.02,2023-12-30T18:10:38.194361207Z,timeout,-63
,76.4,ESP32-S2,73,100.99,14.99,99.9,51.87,,18,,18.7,18.98,2023-12-30T18:14:36.476519254Z,timeout,-65
,76.4,ESP32-S2,73,101.11,14.53,99.9,51.65,,18,,18.6,18.95,2023-12-30T18:18:35.072564614Z,timeout,-64
,75.4,ESP32-S2,73,101.98,14.84,99.9,51.88,,18,,18.6,18.92,2023-12-30T18:22:33.468702774Z,timeout,-65
,73.4,ESP32-S2,73,101.23,14.82,99.9,51.9,,18,,18.6,18.93,2023-12-30T18:26:31.138536187Z,timeout,-65
,76.4,ESP32-S2,73,100.25,15.23,99.9,51.99,,18,,18.6,18.97,2023-12-30T18:30:29.83178565Z,timeout,-63
,73.4,ESP32-S2,73,100.86,14.63,99.9,51.61,,18,,18.6,19.01,2023-12-30T18:34:27.674651602Z,timeout,-65
,78.4,ESP32-S2,73,103.46,14.44,99.9,52.03,,18,,18.6,19.04,2023-12-30T18:38:25.923094551Z,timeout,-65
,72.4,ESP32-S2,73,100.37,15.13,99.9,51.81,,18,,18.6,19.06,2023-12-30T18:42:24.281121036Z,timeout,-64
,78.4,ESP32-S2,73,102.84,14.74,99.9,51.76,,18,,18.7,19.08,2023-12-30T18:46:22.462211026Z,timeout,-65
,76.4,ESP32-S2,73,101.36,14.15,99.9,50.72,,18,,18.6,19.09,2023-12-30T18:50:20.751113733Z,timeout,-64
,72.4,ESP32-S2,73,102.59,14.67,99.9,50.87,,18,,18.6,19.09,2023-12-30T18:54:18.317052087Z,timeout,-66
,74.4,ESP32-S2,73,101.85,14.49,99.9,51.01,,18,,18.7,19.06,2023-12-30T18:58:17.234446631Z,timeout,-67
,76.4,ESP32-S2,73,102.1,14.37,99.9,51.14,,18,,18.6,19.02,2023-12-30T19:02:15.522359847Z,timeout,-67
,76.4,ESP32-S2,73,104.07,14.59,99.9,51.01,,18,,18.6,18.99,2023-12-30T19:06:13.715835902Z,timeout,-66
,75.4,ESP32-S2,73,101.85,14.49,99.9,50.75,,18,,18.6,18.96,2023-12-30T19:10:11.687269326Z,timeout,-67
,76.4,ESP32-S2,73,101.11,14.18,99.9,51,,18,,18.5,18.93,2023-12-30T19:14:10.537354297Z,timeout,-66
,75.4,ESP32-S2,73,103.95,14.67,99.9,50.63,,18,,18.5,18.9,2023-12-30T19:18:08.243733346Z,timeout,-66
,75.4,ESP32-S2,73,104.32,14.96,99.9,50.75,,18,,18.5,18.88,2023-12-30T19:22:05.916336643Z,timeout,-66
,75.4,ESP32-S2,73,101.23,14.28,99.9,50.73,,18,,18.5,18.85,2023-12-30T19:26:04.612320442Z,timeout,-66
,75.4,ESP32-S2,73,103.33,14.72,99.9,50.66,,18,,18.5,18.83,2023-12-30T19:30:02.706003346Z,timeout,-66
,72.4,ESP32-S2,73,102.1,14.3,99.9,50.47,,18,,18.4,18.8,2023-12-30T19:34:00.878644253Z,timeout,-67
,76.4,ESP32-S2,73,101.73,14.34,99.9,50.86,,18,,18.4,18.81,2023-12-30T19:37:59.063132075Z,timeout,-66
,76.4,ESP32-S2,73,102.72,14.6,99.9,50.86,,18,,18.4,18.86,2023-12-30T19:41:56.632438601Z,timeout,-67
,76.4,ESP32-S2,73,102.22,14.52,99.9,50.49,,18,,18.4,18.9,2023-12-30T19:45:54.720496414Z,timeout,-66
,74.4,ESP32-S2,73,102.84,14.33,99.9,50.49,,18,,18.4,18.94,2023-12-30T19:49:53.514557398Z,timeout,-67
,76.4,ESP32-S2,73,102.1,14.44,99.9,50.5,,18,,18.4,18.95,2023-12-30T19:53:51.083218386Z,timeout,-67
,71.4,ESP32-S2,73,103.7,14.42,99.9,49.98,,18,,18.5,18.97,2023-12-30T19:57:49.924534934Z,timeout,-67
,73.4,ESP32-S2,73,102.72,14.67,99.9,49.62,,18,,18.5,18.98,2023-12-30T20:01:47.834748082Z,timeout,-67
,74.4,ESP32-S2,73,102.84,14.4,99.9,49.62,,18,,18.5,19,2023-12-30T20:05:46.154669322Z,timeout,-72
,76.4,ESP32-S2,73,103.21,14.53,99.9,49.71,,18,,18.5,18.97,2023-12-30T20:09:44.235401223Z,timeout,-67
,76.4,ESP32-S2,73,103.95,15.01,99.9,49.74,,18,,18.5,18.94,2023-12-30T20:13:42.019839413Z,timeout,-66
,71.4,ESP32-S2,73,104.32,15.09,99.9,49.73,,18,,18.5,18.91,2023-12-30T20:17:40.703800941Z,timeout,-66
,71.4,ESP32-S2,73,106.67,15.34,99.9,49.96,,18,,18.5,18.88,2023-12-30T20:21:38.273880878Z,timeout,-67
,74.4,ESP32-S2,73,102.84,14.74,99.9,49.8,,18,,18.4,18.84,2023-12-30T20:25:36.975572522Z,timeout,-66
,75.4,ESP32-S2,73,106.54,15.45,99.9,49.63,,18,,18.4,18.82,2023-12-30T20:29:34.641706597Z,timeout,-67
,76.4,ESP32-S2,73,103.83,14.34,99.9,49.73,,18,,18.4,18.79,2023-12-30T20:33:32.826949975Z,timeout,-67
,72.4,ESP32-S2,73,104.81,14.6,99.9,49.73,,18,,18.4,18.77,2023-12-30T20:37:31.52056983Z,timeout,-66
,73.4,ESP32-S2,73,104.81,15.27,99.9,49.67,,18,,18.4,18.75,2023-12-30T20:41:29.706286025Z,timeout,-66
,73.4,ESP32-S2,73,104.44,15.27,99.9,49.71,,18,,18.4,18.73,2023-12-30T20:45:27.990196979Z,timeout,-66
,71.4,ESP32-S2,73,104.32,15.29,99.9,49.79,,18,,18.4,18.74,2023-12-30T20:49:26.379667557Z,timeout,-67
,75.4,ESP32-S2,73,104.2,14.64,99.9,49.81,,18,,18.3,18.78,2023-12-30T20:53:24.771727917Z,timeout,-67
,75.4,ESP32-S2,73,107.65,14.92,99.9,49.7,,18,,18.4,18.83,2023-12-30T20:57:22.953832749Z,timeout,-67
,71.4,ESP32-S2,73,106.67,15.59,99.9,50.04,,18,,18.4,18.86,2023-12-30T21:01:20.938365396Z,timeout,-67
,73.4,ESP32-S2,73,106.79,15.29,99.9,49.96,,18,,18.4,18.84,2023-12-30T21:05:18.708803466Z,timeout,-67
,70.4,ESP32-S2,73,105.31,14.96,99.9,50.13,,18,,18.4,18.82,2023-12-30T21:09:17.300537318Z,timeout,-67
,71.4,ESP32-S2,73,107.16,14.87,99.9,50.21,,18,,18.4,18.82,2023-12-30T21:13:15.236473585Z,timeout,-67
,73.4,ESP32-S2,73,108.52,14.81,99.9,50.26,,18,,18.4,18.81,2023-12-30T21:17:13.568570994Z,timeout,-67
,71.4,ESP32-S2,73,107.41,14.9,99.9,50.54,,18,,18.4,18.8,2023-12-30T21:21:11.75779564Z,timeout,-66
,73.4,ESP32-S2,73,107.78,14.59,99.9,50.44,,18,,18.5,18.8,2023-12-30T21:25:09.501494484Z,timeout,-67
,73.4,ESP32-S2,73,108.27,14.67,99.9,50.65,,18,,18.4,18.79,2023-12-30T21:29:07.96744058Z,timeout,-67
,71.4,ESP32-S2,73,109.51,15.07,99.9,50.58,,18,,18.4,18.78,2023-12-30T21:33:06.304969001Z,timeout,-66
,73.4,ESP32-S2,73,108.4,14.74,99.9,50.64,,18,,18.4,18.77,2023-12-30T21:37:04.601289303Z,timeout,-65
,72.4,ESP32-S2,73,106.42,15.49,99.9,50.91,,18,,18.5,18.77,2023-12-30T21:41:02.264984893Z,timeout,-71
,74.4,ESP32-S2,73,110.12,14.72,99.9,51.16,,18,,18.3,18.76,2023-12-30T21:45:00.86409415Z,timeout,-59
,70.4,ESP32-S2,73,112.35,13.92,99.9,51.29,,18,,18.3,18.74,2023-12-30T21:48:59.251982103Z,timeout,-59
,72.4,ESP32-S2,73,110.25,14.28,99.9,51.57,,18,,18.4,18.73,2023-12-30T21:52:57.429778912Z,timeout,-53
,76.4,ESP32-S2,73,110.49,14.44,99.9,51.53,,18,,18.3,18.72,2023-12-30T21:56:55.160814448Z,timeout,-53
,70.4,ESP32-S2,73,110.62,14.41,99.9,51.81,,18,,18.3,18.71,2023-12-30T22:00:53.591469757Z,timeout,-54
,72.4,ESP32-S2,73,111.85,13.75,99.9,51.53,,18,,18.3,18.72,2023-12-30T22:04:51.704665447Z,timeout,-53
,70.4,ESP32-S2,73,111.73,14.58,99.9,51.99,,18,,18.3,18.72,2023-12-30T22:08:49.959395262Z,timeout,-53
,72.4,ESP32-S2,73,111.73,14.3,99.9,51.88,,18,,18.3,18.73,2023-12-30T22:12:47.601270952Z,timeout,-53
,74.4,ESP32-S2,73,109.75,14.78,99.9,52.13,,18,,18.3,18.73,2023-12-30T22:16:46.479580545Z,timeout,-53
,69.4,ESP32-S2,73,113.21,13.66,99.9,52.01,,18,,18.3,18.74,2023-12-30T22:20:43.870506631Z,timeout,-53
,69.4,ESP32-S2,73,110.37,14.81,99.9,52.31,,18,,18.3,18.75,2023-12-30T22:24:41.983084404Z,timeout,-53
,70.4,ESP32-S2,73,113.83,13.24,99.9,52.21,,18,,18.3,18.75,2023-12-30T22:28:40.887363932Z,timeout,-53
,73.4,ESP32-S2,73,113.95,13.46,99.9,52.04,,18,,18.3,18.75,2023-12-30T22:32:38.329459124Z,timeout,-53
,74.4,ESP32-S2,73,115.56,13.75,99.9,52.35,,18,,18.4,18.74,2023-12-30T22:36:37.153439922Z,timeout,-53
,74.4,ESP32-S2,73,116.91,13.78,99.9,52.19,,18,,18.4,18.74,2023-12-30T22:40:35.132604328Z,timeout,-54
,74.4,ESP32-S2,73,116.42,14.35,99.9,52.38,,18,,18.3,18.74,2023-12-30T22:44:32.918900618Z,timeout,-53
,72.4,ESP32-S2,73,117.41,14.67,99.9,52.36,,18,,18.3,18.74,2023-12-30T22:48:31.813191703Z,timeout,-53
,69.4,ESP32-S2,73,116.79,13.96,99.9,52.55,,18,,18.3,18.73,2023-12-30T22:52:29.889678296Z,timeout,-53
,71.4,ESP32-S2,73,118.02,13.94,99.9,52.71,,18,,18.3,18.73,2023-12-30T22:56:28.056093707Z,timeout,-53
,73.4,ESP32-S2,73,119.75,14.25,99.9,52.61,,18,,18.3,18.72,2023-12-30T23:00:25.854213085Z,timeout,-52
,74.4,ESP32-S2,73,120,13.96,99.9,52.71,,18,,18.3,18.7,2023-12-30T23:04:23.9336862Z,timeout,-53
,72.4,ESP32-S2,73,119.75,14.39,99.9,52.92,,18,,18.3,18.69,2023-12-30T23:08:22.626262811Z,timeout,-53
