#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,double,string,double,double,double,double,double,double,double,double,double,double,dateTime:RFC3339,string,double
#default,,,,,,,,,,,,,,,
,battery_level,device,floor_calib,height,height_std,hum_in,hum_out,pressure,start_calib,temp,temp_in,temp_out,time,wake_reason,wifi_rssi
,5.4,ESP32-S2,73,129.14,15.18,99.9,59.04,,18,,5.9,6.2,2024-01-05T00:05:56.719036893Z,timeout,-59
,6.4,ESP32-S2,73,130,15.32,99.8,61.43,,18,,5.9,6.34,2024-01-05T00:17:51.070834095Z,timeout,-59
,10.4,ESP32-S2,73,129.63,15.49,99.8,63.5,,18,,6,6.52,2024-01-05T00:29:44.216551663Z,timeout,-59
,11.4,ESP32-S2,73,128.89,15.01,99.8,65.21,,18,,6.2,6.7,2024-01-05T00:41:38.024333099Z,timeout,-59
,5.4,ESP32-S2,73,129.88,15.25,99.9,63.2,,18,,6.4,6.8,2024-01-05T00:53:31.551815824Z,timeout,-59
,5.4,ESP32-S2,73,129.63,15.49,99.9,57.52,,18,,6.3,6.55,2024-01-05T01:05:25.090444681Z,timeout,-59
,7.4,ESP32-S2,73,129.63,15.49,99.9,53.03,,18,,6,6.16,2024-01-05T01:17:19.19289807Z,timeout,-59
,9.4,ESP32-S2,73,130.99,14.03,99.9,55.5,,18,,5.7,6.04,2024-01-05T01:29:12.864241107Z,timeout,-60
,6.4,ESP32-S2,73,130.25,14.6,99.9,59.4,,18,,5.8,6.15,2024-01-05T01:41:06.496425527Z,timeout,-59
,6.4,ESP32-S2,73,129.75,15.24,99.9,61.69,,18,,6,6.29,2024-01-05T01:53:00.295597099Z,timeout,-59
,9.4,ESP32-S2,73,131.36,13.5,99.9,63.59,,18,,6.1,6.46,2024-01-05T02:04:54.166837377Z,timeout,-60
,5.4,ESP32-S2,73,130.12,14.46,99.9,65.31,,18,,6.3,6.64,2024-01-05T02:16:47.622356769Z,timeout,-59
,6.4,ESP32-S2,73,133.95,15.7,99.9,63.32,,18,,6.4,6.73,2024-01-05T02:28:41.63518836Z,timeout,-60
,5.4,ESP32-S2,73,130.99,14.59,99.8,58.02,,18,,6.2,6.5,2024-01-05T02:40:35.887807516Z,timeout,-59
,7.4,ESP32-S2,73,130.86,14.04,99.9,53.2,,18,,6,6.12,2024-01-05T02:52:28.803580113Z,timeout,-59
,6.4,ESP32-S2,73,130.25,14.18,99.9,55.17,,18,,5.7,5.98,2024-01-05T03:04:22.531800886Z,timeout,-59
,6.4,ESP32-S2,73,130.62,13.97,99.9,59.25,,18,,5.8,6.07,2024-01-05T03:16:16.371113348Z,timeout,-59
,5.4,ESP32-S2,73,130.37,14.11,99.9,61.51,,18,,5.9,6.22,2024-01-05T03:28:10.023554938Z,timeout,-59
,5.4,ESP32-S2,73,130.74,13.9,99.9,63.49,,18,,6,6.41,2024-01-05T03:40:04.253072504Z,timeout,-59
,6.4,ESP32-S2,73,130,14.93,99.9,65.19,,18,,6.2,6.58,2024-01-05T03:51:58.393491516Z,timeout,-59
,5.4,ESP32-S2,73,130.62,13.97,99.9,63.56,,18,,6.3,6.66,2024-01-05T04:03:52.53789667Z,timeout,-59
,7.4,ESP32-S2,73,129.63,15.49,99.9,57.37,,18,,6.2,6.41,2024-01-05T04:15:46.072909865Z,timeout,-59
,6.4,ESP32-S2,73,130.99,13.75,99.8,52.52,,18,,5.7,6,2024-01-05T04:27:41.962005393Z,timeout,-59
,7.4,ESP32-S2,73,129.75,15.24,99.9,54.29,,18,,5.6,5.83,2024-01-05T04:39:33.637210062Z,timeout,-59
,5.4,ESP32-S2,73,129.88,15.38,99.9,58.62,,18,,5.5,5.92,2024-01-05T04:51:27.783515616Z,timeout,-59
,6.4,ESP32-S2,73,130.62,14.19,99.9,61.05,,18,,5.6,6.06,2024-01-05T05:03:21.825394536Z,timeout,-59
,6.4,ESP32-S2,73,127.16,13.87,99.9,62.96,,18,,5.9,6.23,2024-01-05T05:15:15.774111145Z,timeout,-59
,5.4,ESP32-S2,73,130.12,14.46,99.9,64.84,,18,,6.1,6.4,2024-01-05T05:27:10.323230611Z,timeout,-59
,6.4,ESP32-S2,73,129.75,15.24,99.9,65.2,,18,,6.2,6.56,2024-01-05T05:39:03.851066368Z,timeout,-59
,6.4,ESP32-S2,73,130.74,14.11,99.9,60.21,,18,,6.2,6.48,2024-01-05T05:50:58.508293065Z,timeout,-60
,5.4,ESP32-S2,73,130.86,13.82,99.9,54.85,,18,,6,6.14,2024-01-05T06:02:51.320605368Z,timeout,-60
,9.4,ESP32-S2,73,130.25,14.18,99.9,53.52,,18,,5.6,5.84,2024-01-05T06:14:45.105199899Z,timeout,-59
,5.4,ESP32-S2,73,130.25,14.18,99.9,57.64,,18,,5.6,5.87,2024-01-05T06:26:38.381639951Z,timeout,-59
,6.4,ESP32-S2,73,130.12,14.18,99.9,60.54,,18,,5.7,6,2024-01-05T06:38:31.907526483Z,timeout,-59
,7.4,ESP32-S2,73,129.51,15.42,99.9,62.66,,18,,5.8,6.16,2024-01-05T06:50:25.341019873Z,timeout,-59
,6.4,ESP32-S2,73,129.63,15.49,99.9,64.51,,18,,6,6.33,2024-01-05T07:02:19.481397108Z,timeout,-59
,6.4,ESP32-S2,73,128.77,15.18,99.9,66.02,,18,,6.2,6.51,2024-01-05T07:14:13.419566367Z,timeout,-59
,7.4,ESP32-S2,73,128.89,15.07,99.9,65.06,,18,,6.4,7,2024-01-05T07:26:07.769811041Z,timeout,-60
,5.4,ESP32-S2,73,129.63,15.49,99.9,57.82,,18,,6.3,6.6,2024-01-05T07:38:01.615435876Z,timeout,-60
,6.4,ESP32-S2,73,130.25,14.18,99.9,53.35,,18,,5.9,6.12,2024-01-05T07:49:55.855854962Z,timeout,-59
,6.4,ESP32-S2,73,130.37,14.11,99.9,55.94,,18,,5.7,5.98,2024-01-05T08:01:48.773045784Z,timeout,-60
,5.4,ESP32-S2,73,130.25,14.18,99.8,59.86,,18,,5.6,6.06,2024-01-05T08:13:42.813092721Z,timeout,-60
,5.4,ESP32-S2,73,130.74,13.9,99.8,61.92,,18,,5.7,6.17,2024-01-05T08:25:35.834914166Z,timeout,-60
,5.4,ESP32-S2,73,127.41,15.06,99.9,63.83,,18,,6,6.33,2024-01-05T08:37:30.149052857Z,timeout,-59
,6.4,ESP32-S2,73,130.25,14.18,99.9,68.41,,18,,6.3,6.8,2024-01-05T08:49:23.194450943Z,timeout,-58
,7.4,ESP32-S2,73,130.25,14.18,99.9,65.42,,18,,6.5,6.84,2024-01-05T09:01:17.148044967Z,timeout,-58
,6.4,ESP32-S2,73,126.79,14.65,99.9,59.08,,18,,6.3,6.54,2024-01-05T09:13:11.189669657Z,timeout,-58
,5.4,ESP32-S2,73,129.63,15.49,99.8,53.78,,18,,5.9,6.08,2024-01-05T09:25:05.230295411Z,timeout,-60
,5.4,ESP32-S2,73,126.91,14.76,99.9,63.28,,18,,5.7,6.07,2024-01-05T09:36:58.034723094Z,timeout,-57
,5.4,ESP32-S2,73,129.38,15.47,99.9,62.48,,18,,5.9,6.27,2024-01-05T09:48:52.079856461Z,timeout,-59
,5.4,ESP32-S2,73,126.91,14.76,99.9,63.38,,18,,6,6.35,2024-01-05T10:00:45.606878784Z,timeout,-59
,7.4,ESP32-S2,73,129.26,15.65,99.9,64.93,,18,,6.1,6.47,2024-01-05T10:12:39.241473579Z,timeout,-61
,6.4,ESP32-S2,73,130.12,14.46,99.9,66.15,,18,,6.2,6.61,2024-01-05T10:24:33.183577624Z,timeout,-60
,6.4,ESP32-S2,73,129.63,15.17,99.9,65.6,,18,,6.3,6.72,2024-01-05T10:36:27.255653711Z,timeout,-60
,6.4,ESP32-S2,73,126.54,14.34,99.9,59.75,,18,,6.3,6.5,2024-01-05T10:48:20.452419288Z,timeout,-58
,5.4,ESP32-S2,73,129.01,15.42,99.9,54.19,,18,,5.9,6.08,2024-01-05T11:00:13.870129359Z,timeout,-57
,6.4,ESP32-S2,73,128.89,15.07,99.9,54.56,,18,,5.6,5.84,2024-01-05T11:12:07.201470183Z,timeout,-58
,5.4,ESP32-S2,73,129.63,15.23,99.9,63.75,,18,,6,6.48,2024-01-05T11:24:01.651800837Z,timeout,-57
,6.4,ESP32-S2,73,129.63,15.49,99.9,63.95,,18,,6.1,6.51,2024-01-05T11:35:55.408569089Z,timeout,-58
,6.4,ESP32-S2,73,129.26,15.26,99.9,65.09,,18,,6.2,6.6,2024-01-05T11:47:49.159717865Z,timeout,-56
,6.4,ESP32-S2,73,128.27,15.67,99.9,66.5,,18,,6.4,6.73,2024-01-05T11:59:42.959560916Z,timeout,-58
,5.4,ESP32-S2,73,130.25,14.18,99.8,66,,18,,6.4,6.83,2024-01-05T12:11:37.269411648Z,timeout,-58
,5.4,ESP32-S2,73,129.38,14.33,99.9,60.24,,18,,6.4,6.61,2024-01-05T12:23:31.044450147Z,timeout,-58
,6.4,ESP32-S2,73,128.27,15.67,99.9,54.62,,18,,6,6.15,2024-01-05T12:35:24.481441918Z,timeout,-57
,5.4,ESP32-S2,73,127.16,15.18,99.9,54.5,,18,,5.7,5.87,2024-01-05T12:47:17.80545401Z,timeout,-59
,6.4,ESP32-S2,73,127.9,15.84,99.9,59.09,,18,,5.7,5.92,2024-01-05T12:59:11.604057697Z,timeout,-59
,5.4,ESP32-S2,73,127.53,15.36,99.9,63.18,,18,,5.8,6.16,2024-01-05T13:11:05.234242512Z,timeout,-60
,6.4,ESP32-S2,73,127.78,15.62,99.9,64.31,,18,,6,6.31,2024-01-05T13:22:59.617892799Z,timeout,-59
,5.4,ESP32-S2,73,128.4,16.08,99.9,65.62,,18,,6.1,6.48,2024-01-05T13:34:53.489407801Z,timeout,-58
,6.4,ESP32-S2,73,128.15,16.09,99.9,66.42,,18,,6.3,6.64,2024-01-05T13:46:47.954720195Z,timeout,-58
,5.4,ESP32-S2,73,127.65,15.72,99.9,61.89,,18,,6.3,6.58,2024-01-05T13:58:41.233344394Z,timeout,-60
,5.4,ESP32-S2,73,127.04,15.14,99.9,56.22,,18,,6.1,6.22,2024-01-05T14:10:34.270829042Z,timeout,-60
,5.4,ESP32-S2,73,127.41,15.45,99.9,54.29,,18,,5.7,5.87,2024-01-05T14:22:27.788125905Z,timeout,-60
,5.4,ESP32-S2,73,127.78,15.81,99.9,58.1,,18,,5.6,5.84,2024-01-05T14:34:20.80062894Z,timeout,-60
,5.4,ESP32-S2,73,126.54,14.41,99.9,61.16,,18,,5.6,5.97,2024-01-05T14:46:14.230595225Z,timeout,-60
,6.4,ESP32-S2,73,128.52,16.04,99.9,63.1,,18,,5.8,6.14,2024-01-05T14:58:08.197216948Z,timeout,-59
,5.4,ESP32-S2,73,128.52,16.04,99.9,64.82,,18,,6,6.33,2024-01-05T15:10:01.750669003Z,timeout,-59
,5.4,ESP32-S2,73,127.65,15.39,99.9,66.5,,18,,6.2,6.51,2024-01-05T15:21:55.950172749Z,timeout,-60
,5.4,ESP32-S2,73,128.02,15.68,99.9,64.31,,18,,6.3,6.62,2024-01-05T15:33:49.995501809Z,timeout,-59
,6.4,ESP32-S2,73,129.14,14.84,99.9,58.62,,18,,6.2,6.38,2024-01-05T15:45:43.675022483Z,timeout,-59
,6.4,ESP32-S2,73,129.26,14.93,99.9,53.8,,18,,5.8,5.97,2024-01-05T15:57:36.846806068Z,timeout,-59
,5.4,ESP32-S2,73,128.89,14.67,99.9,55.86,,18,,5.6,5.79,2024-01-05T16:09:31.195967089Z,timeout,-60
,5.4,ESP32-S2,73,127.53,15.16,99.9,59.86,,18,,5.6,5.88,2024-01-05T16:21:24.010942242Z,timeout,-60
,5.4,ESP32-S2,73,128.64,15.16,99.9,62.18,,18,,5.8,6.03,2024-01-05T16:33:18.671179405Z,timeout,-59
,5.4,ESP32-S2,73,128.27,14.48,99.9,64.01,,18,,5.9,6.21,2024-01-05T16:45:12.098005625Z,timeout,-60
,4.4,ESP32-S2,73,128.89,15.01,99.9,65.7,,18,,6.1,6.4,2024-01-05T16:57:05.629392271Z,timeout,-60
,6.4,ESP32-S2,73,127.78,15.75,99.8,65.61,,18,,6.1,6.56,2024-01-05T17:09:00.079327586Z,timeout,-60
,5.4,ESP32-S2,73,127.28,15.29,99.8,60.6,,18,,6.1,6.45,2024-01-05T17:20:54.131621821Z,timeout,-59
,5.4,ESP32-S2,73,127.04,14.53,99.9,55.01,,18,,6,6.08,2024-01-05T17:32:47.251897735Z,timeout,-60
,4.4,ESP32-S2,73,126.54,14.41,99.9,54.69,,18,,5.7,5.8,2024-01-05T17:44:41.898247516Z,timeout,-59
,5.4,ESP32-S2,73,127.65,14.39,99.9,58.72,,18,,5.6,5.86,2024-01-05T17:56:35.222253797Z,timeout,-59
,4.4,ESP32-S2,73,126.91,14.96,99.8,61.37,,18,,5.6,5.97,2024-01-05T18:08:29.26859195Z,timeout,-59
,5.4,ESP32-S2,73,125.68,13.88,99.9,63.42,,18,,5.8,6.14,2024-01-05T18:20:23.307311249Z,timeout,-59
,4.4,ESP32-S2,73,126.67,14.6,99.9,65.13,,18,,6,6.32,2024-01-05T18:32:16.739390677Z,timeout,-59
,4.4,ESP32-S2,73,128.52,14.67,99.9,67.2,,18,,6.6,7.37,2024-01-05T18:44:11.496144557Z,timeout,-60
,5.4,ESP32-S2,73,125.06,17.36,99.9,66.32,,18,,7.4,8.35,2024-01-05T18:56:06.065900836Z,timeout,-59
,5.4,ESP32-S2,73,123.46,16.67,99.9,59.19,,18,,7.2,7.85,2024-01-05T19:07:59.989442317Z,timeout,-62
,5.4,ESP32-S2,73,126.54,16.96,99.9,57.97,,18,,6.9,7.49,2024-01-05T19:19:53.524302434Z,timeout,-62
,5.4,ESP32-S2,73,123.46,16.61,99.9,57.99,,18,,6.7,7.28,2024-01-05T19:31:47.053956797Z,timeout,-60
,5.4,ESP32-S2,73,123.83,17.01,99.9,60.49,,18,,6.8,7.26,2024-01-05T19:43:40.424794139Z,timeout,-59
,4.4,ESP32-S2,73,123.46,16.67,99.9,64.71,,18,,7.1,7.7,2024-01-05T19:55:34.526496969Z,timeout,-63
,5.4,ESP32-S2,73,124.07,17.32,99.9,65.1,,18,,7.3,7.82,2024-01-05T20:07:27.948467762Z,timeout,-67
,4.4,ESP32-S2,73,124.07,17.32,99.8,62.77,,18,,7.2,7.83,2024-01-05T20:19:22.302244114Z,timeout,-66
,5.4,ESP32-S2,73,124.07,17.32,95.8,58.36,,18,,7,7.55,2024-01-05T20:31:15.518870681Z,timeout,-68
,5.4,ESP32-S2,73,121.48,15.72,93.4,58.39,,18,,6.8,7.46,2024-01-05T20:43:08.954035159Z,timeout,-70
,4.4,ESP32-S2,73,124.07,17.32,90.7,56.92,,18,,6.7,7.19,2024-01-05T20:55:02.887535124Z,timeout,-70
,5.4,ESP32-S2,73,124.07,17.32,92.1,59.34,,18,,6.7,7.17,2024-01-05T21:06:55.803312413Z,timeout,-70
,5.4,ESP32-S2,73,123.95,17.14,93.6,61.03,,18,,6.8,7.26,2024-01-05T21:18:49.847397906Z,timeout,-70
,5.4,ESP32-S2,73,123.95,17.14,95,62.8,,18,,6.9,7.39,2024-01-05T21:30:43.383473512Z,timeout,-71
,5.4,ESP32-S2,73,125.31,18.47,96.2,63.13,,18,,7.1,7.53,2024-01-05T21:42:36.803331558Z,timeout,-69
,5.4,ESP32-S2,73,123.95,17.14,92.6,59.83,,18,,7,7.44,2024-01-05T21:54:30.434481572Z,timeout,-71
,5.4,ESP32-S2,73,124.07,17.32,87.2,55.78,,18,,6.7,7.11,2024-01-05T22:06:23.765177889Z,timeout,-69
,5.4,ESP32-S2,73,124.07,17.32,83.5,53.6,,18,,6.3,6.77,2024-01-05T22:18:18.21246447Z,timeout,-75
,5.4,ESP32-S2,73,122.72,16.3,85,56.36,,18,,6.3,6.69,2024-01-05T22:30:11.024969373Z,timeout,-72
,4.4,ESP32-S2,73,123.21,16.45,87.7,58.88,,18,,6.4,6.78,2024-01-05T22:42:04.764537861Z,timeout,-70
,4.4,ESP32-S2,73,122.84,16.57,89.9,60.57,,18,,6.5,6.92,2024-01-05T22:53:58.298663202Z,timeout,-70
,4.4,ESP32-S2,73,123.09,16.61,91.7,62.31,,18,,6.6,7.1,2024-01-05T23:05:52.747927286Z,timeout,-68
,5.4,ESP32-S2,73,122.96,16.59,92,61.17,,18,,6.8,7.19,2024-01-05T23:17:46.006224831Z,timeout,-71
,4.4,ESP32-S2,73,123.46,16.67,86.9,57.21,,18,,6.6,6.99,2024-01-05T23:29:40.010995497Z,timeout,-71
,4.4,ESP32-S2,73,123.09,16.61,81.6,53.48,,18,,6.3,6.65,2024-01-05T23:41:33.232802793Z,timeout,-70
,5.4,ESP32-S2,73,123.09,16.43,81.1,54.65,,18,,6,6.45,2024-01-05T23:53:26.659633735Z,timeout,-70
,1.4,ESP32-S2,110,103.99,15.11,99.9,49.69,,34,,19.7,19.75,2024-01-13T00:00:40.376502813Z,timeout,-23
,1.4,ESP32-S2,110,105.36,18.07,99.9,49.36,,34,,19.9,19.8,2024-01-13T00:04:39.017113764Z,timeout,-16
,1.4,ESP32-S2,110,105.16,16.2,99.9,49.56,,34,,19.9,19.86,2024-01-13T00:08:36.68584958Z,timeout,-23
,1.4,ESP32-S2,110,106.14,17.19,99.9,49.21,,34,,19.9,19.9,2024-01-13T00:12:34.974100371Z,timeout,-22
,1.4,ESP32-S2,110,106.99,16.63,99.9,49.14,,34,,20,19.93,2024-01-13T00:16:33.465519959Z,timeout,-23
,1.4,ESP32-S2,110,106.34,16.49,99.9,48.85,,34,,20.1,19.96,2024-01-13T00:20:31.036710241Z,timeout,-23
,1.4,ESP32-S2,110,107.19,15.97,99.9,49.09,,34,,20,19.99,2024-01-13T00:24:29.893746133Z,timeout,-23
,1.4,ESP32-S2,110,109.93,16.75,99.9,48.13,,34,,20.1,20.01,2024-01-13T00:28:27.91419106Z,timeout,-24
,1.4,ESP32-S2,110,110.46,17.29,99.9,48.78,,34,,20.2,20.04,2024-01-13T00:32:26.100089936Z,timeout,-23
,1.4,ESP32-S2,110,111.9,16.91,99.9,48.47,,34,,20.2,20.06,2024-01-13T00:36:23.984627412Z,timeout,-23
,1.4,ESP32-S2,110,112.61,16.83,99.9,48.33,,34,,20.2,20.08,2024-01-13T00:40:22.107613039Z,timeout,-23
,1.4,ESP32-S2,110,113.66,17.5,99.9,47.97,,34,,20.2,20.1,2024-01-13T00:44:20.345997424Z,timeout,-23
,1.4,ESP32-S2,110,115.03,17.62,99.9,48.11,,34,,20.2,20.11,2024-01-13T00:48:18.485665699Z,timeout,-24
,1.4,ESP32-S2,110,116.73,18.16,99.9,48.08,,34,,20.2,20.13,2024-01-13T00:52:16.816179172Z,timeout,-23
,1.4,ESP32-S2,110,117.65,18.76,99.9,47.38,,34,,20.3,20.14,2024-01-13T00:56:14.796114408Z,timeout,-23
,1.4,ESP32-S2,110,118.56,17.93,99.9,47.78,,34,,20.3,20.15,2024-01-13T01:00:13.697373641Z,timeout,-23
,1.4,ESP32-S2,110,123.01,14.23,99.9,47.57,,34,,20.3,20.16,2024-01-13T01:04:11.137844915Z,timeout,-23
,1.4,ESP32-S2,110,123.66,12.96,99.9,47.83,,34,,20.3,20.17,2024-01-13T01:08:09.934630755Z,timeout,-23
,1.4,ESP32-S2,110,123.79,13.48,99.9,47.9,,34,,20.3,20.18,2024-01-13T01:12:07.841403419Z,timeout,-24
,1.4,ESP32-S2,110,126.99,14.23,99.9,47.57,,34,,20.3,20.19,2024-01-13T01:16:06.332955735Z,timeout,-23
,1.4,ESP32-S2,110,127.78,14.25,99.9,47.22,,34,,20.3,20.2,2024-01-13T01:20:04.416008698Z,timeout,-23
,1.4,ESP32-S2,110,130.59,15.84,99.9,47.36,,34,,20.4,20.22,2024-01-13T01:24:02.450863413Z,timeout,-23
,1.4,ESP32-S2,110,132.55,15.13,99.9,47.25,,34,,20.4,20.22,2024-01-13T01:28:01.089948648Z,timeout,-23
,1.4,ESP32-S2,110,132.48,15.62,99.9,47.1,,34,,20.4,20.23,2024-01-13T01:31:59.070433881Z,timeout,-23
,1.4,ESP32-S2,110,136.41,14.85,99.9,47.5,,34,,20.4,20.24,2024-01-13T01:35:56.985551366Z,timeout,-23
,1.4,ESP32-S2,110,138.3,15.07,99.9,46.99,,34,,20.5,20.24,2024-01-13T01:39:54.943713646Z,timeout,-23
,1.4,ESP32-S2,110,140.98,14.79,99.9,47.14,,34,,20.4,20.25,2024-01-13T01:43:53.940747547Z,timeout,-23
,1.4,ESP32-S2,110,141.05,14.96,99.9,46.66,,34,,20.4,20.26,2024-01-13T01:47:51.675912642Z,timeout,-24
,1.4,ESP32-S2,110,143.73,14.46,99.9,47.19,,34,,20.4,20.26,2024-01-13T01:51:50.363348729Z,timeout,-23
,1.4,ESP32-S2,110,146.41,14.48,99.9,46.68,,34,,20.4,20.27,2024-01-13T01:55:47.933198017Z,timeout,-23
,1.4,ESP32-S2,110,150.59,12.93,99.9,46.7,,34,,20.4,20.26,2024-01-13T01:59:47.074784679Z,timeout,-23
,1.4,ESP32-S2,110,152.88,11.96,99.9,46.82,,34,,20.4,20.28,2024-01-13T02:03:44.540385375Z,timeout,-23
,1.4,ESP32-S2,110,155.16,11.68,99.9,46.65,,34,,20.4,20.28,2024-01-13T02:07:43.238256481Z,timeout,-23
,1.4,ESP32-S2,110,156.27,10.64,99.9,46.75,,34,,20.4,20.28,2024-01-13T02:11:41.423667069Z,timeout,-23
,1.4,ESP32-S2,110,160.2,13.24,99.9,46.78,,34,,20.4,20.29,2024-01-13T02:15:39.610952484Z,timeout,-24
,1.4,ESP32-S2,110,162.29,12.75,99.9,46.56,,34,,20.4,20.29,2024-01-13T02:19:37.71831757Z,timeout,-24
,1.4,ESP32-S2,110,164.9,14.31,99.9,46.87,,34,,20.4,20.29,2024-01-13T02:23:35.785800831Z,timeout,-24
,1.4,ESP32-S2,110,166.01,13.08,99.9,46.18,,34,,20.5,20.29,2024-01-13T02:27:33.955433296Z,timeout,-23
,1.4,ESP32-S2,110,169.35,13.23,99.9,46.65,,34,,20.4,20.29,2024-01-13T02:31:32.344143261Z,timeout,-24
,1.4,ESP32-S2,110,172.29,13.82,99.9,46.5,,34,,20.4,20.3,2024-01-13T02:35:30.120033537Z,timeout,-23
,1.4,ESP32-S2,110,174.64,13.95,99.9,46.76,,34,,20.4,20.3,2024-01-13T02:39:28.505873839Z,timeout,-24
,1.4,ESP32-S2,110,177.32,14.33,99.9,46.56,,34,,20.4,20.29,2024-01-13T02:43:27.137147202Z,timeout,-24
,1.4,ESP32-S2,110,180.39,13.04,99.9,46.46,,34,,20.4,20.3,2024-01-13T02:47:25.79552594Z,timeout,-24
,1.4,ESP32-S2,110,182.81,12.8,99.9,46.21,,34,,20.4,20.3,2024-01-13T02:51:23.879817519Z,timeout,-23
,1.4,ESP32-S2,110,185.03,13.18,99.9,46.52,,34,,20.5,20.31,2024-01-13T02:55:21.961899806Z,timeout,-24
,1.4,ESP32-S2,110,188.56,12.18,99.9,46.45,,34,,20.4,20.31,2024-01-13T02:59:19.633881992Z,timeout,-23
,1.4,ESP32-S2,110,190.13,12.97,99.9,46.42,,34,,20.4,20.31,2024-01-13T03:03:18.236778084Z,timeout,-24
,1.4,ESP32-S2,110,194.25,13.26,99.9,46.28,,34,,20.4,20.31,2024-01-13T03:07:16.518032667Z,timeout,-16
,0,ESP32-S2,110,196.54,11.16,99.9,46.07,,34,,20.5,20.3,2024-01-13T03:11:14.252863673Z,timeout,-23
,1.4,ESP32-S2,110,199.02,12.25,99.9,46.42,,34,,20.4,20.3,2024-01-13T03:15:12.678468157Z,timeout,-23
,0,ESP32-S2,110,201.37,11.88,99.9,46.13,,34,,20.4,20.3,2024-01-13T03:19:10.758382991Z,timeout,-23
,0,ESP32-S2,110,202.29,13.03,99.9,46.03,,34,,20.4,20.3,2024-01-13T03:23:09.456473702Z,timeout,-23
,0,ESP32-S2,110,205.42,13.93,99.9,46.14,,34,,20.4,20.31,2024-01-13T03:27:07.538981125Z,timeout,-22
,0,ESP32-S2,110,209.67,13.16,99.9,45.92,,34,,20.5,20.3,2024-01-13T03:31:05.312780392Z,timeout,-23
,0,ESP32-S2,110,212.48,13.28,99.9,46.21,,34,,20.4,20.3,2024-01-13T03:35:03.499721553Z,timeout,-22
,0,ESP32-S2,110,214.38,13.36,99.9,46.14,,34,,20.4,20.3,2024-01-13T03:39:01.684100216Z,timeout,-22
,0,ESP32-S2,110,217.65,12.65,99.9,46.08,,34,,20.4,20.3,2024-01-13T03:42:59.967470185Z,timeout,-22
,0,ESP32-S2,110,221.31,12.5,99.9,45.9,,34,,20.4,20.3,2024-01-13T03:46:57.947532253Z,timeout,-21
,0,ESP32-S2,110,223.53,10.95,99.9,45.9,,34,,20.5,20.3,2024-01-13T03:50:56.293131069Z,timeout,-21
,0,ESP32-S2,110,222.88,11.22,99.9,45.55,,34,,20.4,20.3,2024-01-13T03:54:54.382103578Z,timeout,-21
,0,ESP32-S2,110,228.1,11.45,99.9,45.63,,34,,20.4,20.3,2024-01-13T03:58:53.111601443Z,timeout,-21
,0,ESP32-S2,110,225.82,11.39,99.9,45.86,,34,,20.4,20.29,2024-01-13T04:02:51.877308493Z,timeout,-22
,0,ESP32-S2,110,228.63,11.17,99.9,45.77,,34,,20.4,20.3,2024-01-13T04:06:49.695125762Z,timeout,-21
,0,ESP32-S2,110,228.76,10.85,99.9,45.76,,34,,20.4,20.3,2024-01-13T04:10:46.848257793Z,timeout,-18
,0,ESP32-S2,110,228.89,11.6,99.9,45.83,,34,,20.4,20.3,2024-01-13T04:14:45.481647951Z,timeout,-22
,0,ESP32-S2,110,229.22,13.45,99.9,45.57,,34,,20.4,20.3,2024-01-13T04:18:43.522169613Z,timeout,-21
,0,ESP32-S2,110,226.34,12,99.9,45.59,,34,,20.3,20.29,2024-01-13T04:22:41.932075622Z,timeout,-22
,0,ESP32-S2,110,228.5,11.82,99.9,45.28,,34,,20.4,20.29,2024-01-13T04:26:40.097427623Z,timeout,-21
,0,ESP32-S2,110,229.93,12.91,99.9,45.45,,34,,20.4,20.29,2024-01-13T04:30:38.286483685Z,timeout,-21
,0,ESP32-S2,110,228.37,12.26,99.9,45.58,,34,,20.3,20.29,2024-01-13T04:34:36.638378826Z,timeout,-22
,0,ESP32-S2,110,227.06,12.3,99.9,45.05,,34,,20.3,20.29,2024-01-13T04:38:34.343198781Z,timeout,-21
,0,ESP32-S2,110,226.27,11.7,99.9,45.38,,34,,20.3,20.3,2024-01-13T04:42:32.936730816Z,timeout,-22
,0,ESP32-S2,110,223.86,10.6,99.9,45.21,,34,,20.4,20.29,2024-01-13T04:46:31.120214638Z,timeout,-22
,0,ESP32-S2,110,225.36,12.19,99.9,45.11,,34,,20.3,20.29,2024-01-13T04:50:29.15726183Z,timeout,-21
,0,ESP32-S2,110,225.1,12.21,99.9,44.99,,34,,20.3,20.29,2024-01-13T04:54:27.900544272Z,timeout,-22
,0,ESP32-S2,110,228.43,11.83,99.9,45.19,,34,,20.3,20.29,2024-01-13T04:58:26.084498921Z,timeout,-21
,0,ESP32-S2,110,226.8,13.21,99.9,44.88,,34,,20.3,20.29,2024-01-13T05:02:24.572437833Z,timeout,-22
,0,ESP32-S2,110,228.24,12.99,99.9,45.08,,34,,20.3,20.29,2024-01-13T05:06:23.385615417Z,timeout,-22
,0,ESP32-S2,110,223.86,10.88,99.9,44.99,,34,,20.3,20.29,2024-01-13T05:10:20.943032675Z,timeout,-21
,0,ESP32-S2,110,220.2,8.79,99.9,45.34,,34,,20.3,20.28,2024-01-13T05:14:18.717260582Z,timeout,-21
,0,ESP32-S2,110,216.73,11.47,99.9,44.8,,34,,20.3,20.28,2024-01-13T05:18:17.621601326Z,timeout,-22
