0,100.00,4.19
3,100.00,4.19
6,100.00,4.19
9,100.00,4.18
12,100.00,4.18
15,100.00,4.19
18,100.00,4.19
20,100.00,4.18
23,100.00,4.19
26,100.00,4.18
29,100.00,4.18
32,100.00,4.18
34,100.00,4.19
37,100.00,4.18
40,100.00,4.18
43,100.00,4.18
46,100.00,4.19
49,100.00,4.18
51,100.00,4.18
54,100.00,4.18
57,100.00,4.18
60,100.00,4.18
63,100.00,4.18
65,100.00,4.18
68,100.00,4.18
71,100.00,4.18
74,100.00,4.18
77,100.00,4.18
80,100.00,4.18
82,100.00,4.18
85,100.00,4.18
88,100.00,4.18
91,100.00,4.18
94,100.00,4.18
96,100.00,4.18
99,100.00,4.18
102,100.00,4.18
105,100.00,4.18
108,100.00,4.18
111,100.00,4.18
113,100.00,4.18
116,100.00,4.18
119,100.00,4.18
122,100.00,4.18
125,100.00,4.18
128,100.00,4.18
130,100.00,4.18
133,100.00,4.18
136,100.00,4.18
139,100.00,4.18
142,100.00,4.18
145,100.00,4.18
147,100.00,4.18
150,100.00,4.18
153,100.00,4.18
156,100.00,4.18
159,100.00,4.18
161,100.00,4.18
164,100.00,4.18
167,100.00,4.18
170,100.00,4.18
173,100.00,4.18
176,100.00,4.18
178,100.00,4.18
181,100.00,4.18
184,100.00,4.18
187,100.00,4.18
190,100.00,4.18
193,100.00,4.18
196,100.00,4.18
198,100.00,4.18
201,100.00,4.18
204,100.00,4.18
207,100.00,4.18
210,100.00,4.18
212,100.00,4.18
215,100.00,4.18
218,100.00,4.18
221,100.00,4.18
224,100.00,4.18
227,100.00,4.18
229,100.00,4.18
232,100.00,4.18
235,100.00,4.18
238,100.00,4.18
241,100.00,4.18
244,100.00,4.18
246,100.00,4.18
249,100.00,4.18
252,100.00,4.18
255,100.00,4.18
258,100.00,4.18
260,100.00,4.18
263,100.00,4.18
266,100.00,4.18
269,100.00,4.18
272,100.00,4.18
275,100.00,4.18
277,100.00,4.18
280,100.00,4.18
283,100.00,4.18
286,100.00,4.18
289,100.00,4.18
292,100.00,4.18
294,100.00,4.18
297,100.00,4.18
300,100.00,4.18
303,100.00,4.18
306,100.00,4.18
309,100.00,4.18
311,100.00,4.18
314,100.00,4.18
317,100.00,4.18
320,100.00,4.18
323,100.00,4.18
326,100.00,4.18
328,100.00,4.18
331,100.00,4.18
334,100.00,4.18
337,100.00,4.18
340,100.00,4.18
343,100.00,4.18
345,100.00,4.18
348,100.00,4.18
351,100.00,4.18
354,100.00,4.18
357,100.00,4.18
360,100.00,4.18
362,100.00,4.18
365,100.00,4.18
368,100.00,4.18
371,100.00,4.17
374,100.00,4.17
377,100.00,4.17
379,100.00,4.17
382,100.00,4.17
385,100.00,4.17
388,100.00,4.17
391,100.00,4.17
394,100.00,4.17
396,100.00,4.17
399,100.00,4.17
402,100.00,4.17
405,100.00,4.17
408,100.00,4.17
411,100.00,4.17
413,100.00,4.17
416,100.00,4.17
419,100.00,4.17
422,100.00,4.17
425,100.00,4.17
428,100.00,4.17
430,100.00,4.17
433,100.00,4.17
436,100.00,4.17
439,100.00,4.17
442,100.00,4.17
445,100.00,4.17
447,100.00,4.17
450,100.00,4.17
453,100.00,4.17
456,100.00,4.17
459,100.00,4.17
462,100.00,4.17
464,100.00,4.17
467,100.00,4.17
470,100.00,4.17
473,100.00,4.17
476,100.00,4.17
479,100.00,4.17
481,100.00,4.17
484,100.00,4.17
487,100.00,4.17
490,100.00,4.17
493,100.00,4.17
495,100.00,4.17
498,100.00,4.17
501,100.00,4.17
504,100.00,4.17
507,100.00,4.17
509,100.00,4.17
512,100.00,4.17
515,100.00,4.17
518,100.00,4.17
521,100.00,4.17
524,100.00,4.17
526,100.00,4.17
529,100.00,4.17
532,100.00,4.17
535,100.00,4.17
538,100.00,4.17
540,100.00,4.17
543,100.00,4.17
546,100.00,4.17
549,100.00,4.17
552,100.00,4.17
555,100.00,4.17
557,100.00,4.17
560,100.00,4.17
563,100.00,4.17
566,100.00,4.17
569,100.00,4.17
572,100.00,4.17
574,100.00,4.17
577,100.00,4.17
580,100.00,4.17
583,100.00,4.17
586,100.00,4.17
589,100.00,4.17
591,100.00,4.17
594,100.00,4.17
597,100.00,4.17
600,100.00,4.17
603,100.00,4.17
606,100.00,4.17
608,100.00,4.17
611,100.00,4.17
614,100.00,4.17
617,100.00,4.17
620,100.00,4.17
622,100.00,4.17
625,100.00,4.17
628,100.00,4.17
631,100.00,4.17
634,100.00,4.17
637,100.00,4.17
639,100.00,4.17
642,100.00,4.17
645,100.00,4.17
648,100.00,4.17
651,100.00,4.17
654,100.00,4.17
656,100.00,4.17
659,100.00,4.17
662,100.00,4.17
665,100.00,4.17
668,100.00,4.17
671,100.00,4.17
673,100.00,4.17
