2,4.187,100.0,100.0,100.0
24,4.180,100.0,100.0,100.0
46,4.180,100.0,99.4,100.0
67,4.177,100.0,100.0,100.0
89,4.177,99.4,99.4,100.0
111,4.173,100.0,99.4,99.4
133,4.177,99.4,99.4,100.0
155,4.177,100.0,100.0,100.0
176,4.170,99.4,99.4,99.4
198,4.177,100.0,99.4,100.0
220,4.163,100.0,99.4,98.4
242,4.170,99.4,99.4,99.4
264,4.170,99.4,99.4,99.4
285,4.166,99.4,99.4,98.4
307,4.166,99.4,98.4,98.4
329,4.166,99.4,98.4,98.4
351,4.166,99.4,99.4,98.4
373,4.166,99.4,98.4,98.4
394,4.170,99.4,99.4,99.4
416,4.163,99.4,98.4,98.4
438,4.170,98.4,98.4,99.4
460,4.163,98.4,97.4,98.4
482,4.166,98.4,97.4,98.4
504,4.159,98.4,98.4,98.4
525,4.159,98.4,98.4,98.4
547,4.163,98.4,98.4,98.4
569,4.166,98.4,97.4,98.4
591,4.156,97.4,98.4,97.4
612,4.152,98.4,97.4,97.4
634,4.152,98.4,97.4,97.4
656,4.163,97.4,97.4,98.4
678,4.152,98.4,96.4,97.4
700,4.163,97.4,96.4,98.4
722,4.152,98.4,96.4,97.4
743,4.156,97.4,97.4,97.4
765,4.149,97.4,97.4,96.4
787,4.152,96.4,97.4,97.4
809,4.152,97.4,97.4,97.4
831,4.152,96.4,96.4,97.4
852,4.152,97.4,97.4,97.4
874,4.159,97.4,97.4,98.4
896,4.156,96.4,96.4,97.4
918,4.145,96.4,96.4,96.4
940,4.152,96.4,96.4,97.4
962,4.145,96.4,97.4,96.4
983,4.149,96.4,96.4,96.4
1005,4.138,96.4,96.4,95.4
1027,4.145,96.4,97.4,96.4
1049,4.142,96.4,96.4,96.4
1071,4.142,96.4,96.4,96.4
1092,4.145,96.4,96.4,96.4
1114,4.142,95.4,96.4,96.4
1136,4.138,96.4,96.4,95.4
1158,4.135,96.4,96.4,95.4
1180,4.149,95.4,96.4,96.4
1201,4.142,96.4,95.4,96.4
1223,4.142,96.4,96.4,96.4
1245,4.138,95.4,96.4,95.4
1267,4.142,95.4,95.4,96.4
1289,4.138,96.4,95.4,95.4
1310,4.135,95.4,95.4,95.4
1332,4.142,95.4,95.4,96.4
1354,4.142,95.4,96.4,96.4
1376,4.135,95.4,95.4,95.4
1398,4.138,95.4,95.4,95.4
1420,4.135,95.4,96.4,95.4
1441,4.142,95.4,95.4,96.4
1463,4.138,94.4,95.4,95.4
1485,4.131,95.4,96.4,95.4
1507,4.135,95.4,94.4,95.4
1528,4.135,95.4,94.4,95.4
1550,4.142,95.4,94.4,96.4
1572,4.128,95.4,95.4,94.4
1594,4.128,95.4,95.4,94.4
1616,4.135,95.4,96.4,95.4
1637,4.128,95.4,95.4,94.4
1659,4.128,95.4,94.4,94.4
1681,4.131,95.4,94.4,95.4
1703,4.128,95.4,95.4,94.4
1725,4.131,94.4,95.4,95.4
1746,4.125,94.4,94.4,94.4
1768,4.128,94.4,94.4,94.4
1790,4.121,94.4,94.4,94.4
1812,4.128,94.4,95.4,94.4
1834,4.125,95.4,94.4,94.4
1856,4.131,94.4,94.4,95.4
1877,4.135,94.4,95.4,95.4
1899,4.125,95.4,95.4,94.4
1921,4.118,94.4,94.4,93.4
1943,4.125,93.4,94.4,94.4
1965,4.128,93.4,93.4,94.4
1986,4.131,94.4,94.4,95.4
2008,4.121,94.4,94.4,94.4
2030,4.128,94.4,93.4,94.4
2052,4.128,93.4,93.4,94.4
2074,4.125,94.4,94.4,94.4
2095,4.118,94.4,94.4,93.4
2117,4.125,94.4,94.4,94.4
2139,4.125,94.4,94.4,94.4
2161,4.121,94.4,93.4,94.4
2183,4.128,93.4,93.4,94.4
2205,4.121,93.4,93.4,94.4
2226,4.121,94.4,93.4,94.4
2248,4.121,93.4,93.4,94.4
2270,4.111,93.4,93.4,92.4
2292,4.114,93.4,94.4,93.4
2314,4.121,93.4,92.4,94.4
2335,4.118,93.4,93.4,93.4
2357,4.118,93.4,93.4,93.4
2379,4.118,94.4,93.4,93.4
2401,4.114,93.4,93.4,93.4
2423,4.114,92.4,93.4,93.4
2444,4.118,94.4,93.4,93.4
2466,4.118,93.4,92.4,93.4
2488,4.114,92.4,93.4,93.4
2510,4.118,93.4,93.4,93.4
2532,4.114,92.4,92.4,93.4
2553,4.111,93.4,92.4,92.4
2575,4.107,93.4,92.4,92.4
2597,4.111,93.4,91.4,92.4
2619,4.118,92.4,93.4,93.4
2641,4.118,92.4,92.4,93.4
2663,4.104,92.4,92.4,91.4
2685,4.111,93.4,92.4,92.4
2706,4.107,92.4,92.4,92.4
2728,4.104,93.4,92.4,91.4
2750,4.107,91.4,92.4,92.4
2772,4.104,92.4,92.4,91.4
2794,4.107,92.4,92.4,92.4
2815,4.101,90.4,91.4,91.4
2837,4.107,91.4,90.4,92.4
2859,4.104,92.4,92.4,91.4
2881,4.107,91.4,92.4,92.4
2903,4.118,91.4,91.4,92.4
2925,4.104,92.4,91.4,91.4
2946,4.107,91.4,91.4,92.4
2968,4.101,91.4,91.4,91.4
2990,4.101,90.4,91.4,91.4
3012,4.101,92.4,90.4,91.4
3034,4.097,91.4,91.4,90.4
3056,4.104,90.4,91.4,91.4
3077,4.101,92.4,91.4,91.4
3099,4.097,92.4,91.4,90.4
3121,4.101,91.4,91.4,91.4
3143,4.097,91.4,92.4,90.4
3165,4.097,91.4,91.4,90.4
3186,4.097,90.4,91.4,90.4
3208,4.104,90.4,90.4,91.4
3230,4.101,90.4,91.4,91.4
3252,4.101,90.4,90.4,90.4
3274,4.097,90.4,90.4,90.4
3295,4.094,89.4,91.4,90.4
3317,4.097,90.4,90.4,90.4
