Unnamed: 0,battery_level,device,floor_calib,height,height_std,hum_in,hum_out,pressure,start_calib,temp,temp_in,temp_out,time,wake_reason,wifi_rssi
,37.4,ESP32-S2,73.0,182.84,12.48,99.9,58.01,,18.0,,6.2,6.53,2024-01-01 17:47:04.328664579+00:00,timeout,-60.0
,29.4,ESP32-S2,73.0,184.07,12.77,99.8,60.45,,18.0,,6.0,6.55,2024-01-01 17:58:58.697528618+00:00,timeout,-60.0
,33.4,ESP32-S2,73.0,185.19,14.0,99.9,62.18,,18.0,,6.2,6.63,2024-01-01 18:10:51.923139442+00:00,timeout,-59.0
,30.4,ESP32-S2,73.0,185.56,14.24,99.9,63.95,,18.0,,6.3,6.77,2024-01-01 18:22:45.661863368+00:00,timeout,-59.0
,32.4,ESP32-S2,73.0,187.53,14.91,99.9,64.93,,18.0,,6.5,6.91,2024-01-01 18:34:39.560687049+00:00,timeout,-59.0
,37.4,ESP32-S2,73.0,186.91,14.29,99.8,60.36,,18.0,,6.4,6.83,2024-01-01 18:46:33.448635139+00:00,timeout,-59.0
,35.4,ESP32-S2,73.0,187.53,14.64,99.9,54.85,,18.0,,6.2,6.46,2024-01-01 18:58:26.416218740+00:00,timeout,-59.0
,32.4,ESP32-S2,73.0,185.56,15.32,99.9,54.07,,18.0,,5.9,6.14,2024-01-01 19:10:20.352841388+00:00,timeout,-60.0
,32.4,ESP32-S2,73.0,185.43,16.14,99.9,57.86,,18.0,,5.8,6.14,2024-01-01 19:22:13.989859110+00:00,timeout,-59.0
,30.4,ESP32-S2,73.0,184.94,16.53,99.9,60.45,,18.0,,5.9,6.25,2024-01-01 19:34:08.231230488+00:00,timeout,-59.0
,35.4,ESP32-S2,73.0,189.26,15.9,99.9,62.29,,18.0,,6.0,6.4,2024-01-01 19:46:02.376740117+00:00,timeout,-59.0
,29.4,ESP32-S2,73.0,190.0,15.79,99.9,64.18,,18.0,,6.2,6.58,2024-01-01 19:57:56.114982281+00:00,timeout,-59.0
,33.4,ESP32-S2,73.0,189.63,16.16,99.9,64.76,,18.0,,6.2,6.79,2024-01-01 20:09:49.639249641+00:00,timeout,-59.0
,43.4,ESP32-S2,73.0,190.49,17.24,99.9,59.23,,18.0,,6.3,6.65,2024-01-01 20:21:43.277946949+00:00,timeout,-59.0
,42.4,ESP32-S2,73.0,190.86,17.1,99.9,54.05,,18.0,,6.1,6.28,2024-01-01 20:33:36.903394259+00:00,timeout,-59.0
,41.4,ESP32-S2,73.0,190.0,15.79,99.9,54.27,,18.0,,5.8,6.01,2024-01-01 20:45:30.435299283+00:00,timeout,-59.0
,28.4,ESP32-S2,73.0,187.41,16.02,99.9,58.01,,18.0,,5.7,6.03,2024-01-01 20:57:23.891166872+00:00,timeout,-58.0
,33.4,ESP32-S2,73.0,187.28,15.72,99.9,60.44,,18.0,,5.8,6.16,2024-01-01 21:09:17.535684739+00:00,timeout,-57.0
,27.4,ESP32-S2,73.0,183.95,14.64,99.9,62.34,,18.0,,5.9,6.31,2024-01-01 21:21:11.229209800+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,180.0,15.9,99.9,64.27,,18.0,,6.1,6.49,2024-01-01 21:33:04.661356429+00:00,timeout,-57.0
,38.4,ESP32-S2,73.0,177.28,15.02,99.9,65.26,,18.0,,6.3,6.66,2024-01-01 21:44:58.601473976+00:00,timeout,-59.0
,27.4,ESP32-S2,73.0,179.63,13.49,99.9,59.13,,18.0,,6.3,6.57,2024-01-01 21:56:51.921534847+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,179.01,12.88,99.8,53.9,,18.0,,5.9,6.2,2024-01-01 22:08:45.865078140+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,178.64,12.96,99.9,53.33,,18.0,,5.6,5.9,2024-01-01 22:20:38.267642528+00:00,timeout,-57.0
,37.4,ESP32-S2,73.0,174.81,14.18,99.8,57.3,,18.0,,5.5,5.9,2024-01-01 22:32:32.822872033+00:00,timeout,-58.0
,33.4,ESP32-S2,73.0,173.95,13.92,99.9,59.98,,18.0,,5.6,6.03,2024-01-01 22:44:25.526915711+00:00,timeout,-57.0
,38.4,ESP32-S2,73.0,174.81,14.18,99.9,62.14,,18.0,,5.8,6.18,2024-01-01 22:56:19.059795701+00:00,timeout,-57.0
,38.4,ESP32-S2,73.0,176.05,13.18,99.9,63.84,,18.0,,6.0,6.36,2024-01-01 23:08:12.587044272+00:00,timeout,-57.0
,29.4,ESP32-S2,73.0,172.96,15.07,99.9,65.46,,18.0,,6.1,6.55,2024-01-01 23:20:06.940538259+00:00,timeout,-56.0
,38.4,ESP32-S2,73.0,176.54,13.7,99.9,60.71,,18.0,,6.1,6.55,2024-01-01 23:32:00.312742878+00:00,timeout,-57.0
,32.4,ESP32-S2,73.0,175.8,14.71,99.9,55.35,,18.0,,6.0,6.24,2024-01-01 23:43:54.207858717+00:00,timeout,-57.0
,26.4,ESP32-S2,73.0,174.07,14.14,99.9,53.37,,18.0,,5.7,5.91,2024-01-01 23:55:47.840981428+00:00,timeout,-58.0
,25.4,ESP32-S2,73.0,177.16,14.3,99.8,57.21,,18.0,,5.5,5.88,2024-01-02 00:07:42.291650179+00:00,timeout,-58.0
,28.4,ESP32-S2,73.0,180.37,14.32,99.9,60.02,,18.0,,5.7,6.0,2024-01-02 00:19:35.157968639+00:00,timeout,-58.0
,28.4,ESP32-S2,73.0,174.69,14.39,99.9,62.02,,18.0,,5.8,6.15,2024-01-02 00:31:28.940884390+00:00,timeout,-57.0
,38.4,ESP32-S2,73.0,177.16,14.3,99.9,63.8,,18.0,,5.9,6.31,2024-01-02 00:43:25.952067549+00:00,timeout,-57.0
,27.4,ESP32-S2,73.0,178.15,13.59,99.9,65.32,,18.0,,6.1,6.5,2024-01-02 00:55:16.307094407+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,171.98,16.25,99.9,61.63,,18.0,,6.2,6.55,2024-01-02 01:07:09.940016564+00:00,timeout,-58.0
,26.4,ESP32-S2,73.0,169.88,15.0,99.9,55.55,,18.0,,6.0,6.25,2024-01-02 01:19:03.267468870+00:00,timeout,-58.0
,37.4,ESP32-S2,73.0,174.57,16.22,99.9,52.41,,18.0,,5.7,5.86,2024-01-02 01:30:56.896874318+00:00,timeout,-58.0
,24.4,ESP32-S2,73.0,174.69,16.16,99.9,55.94,,18.0,,5.4,5.78,2024-01-02 01:42:50.427341903+00:00,timeout,-58.0
,26.4,ESP32-S2,73.0,171.36,15.16,99.9,59.37,,18.0,,5.4,5.88,2024-01-02 01:54:44.159323705+00:00,timeout,-57.0
,37.4,ESP32-S2,73.0,174.69,16.16,99.9,61.55,,18.0,,5.6,6.03,2024-01-02 02:06:37.687706217+00:00,timeout,-58.0
,37.4,ESP32-S2,73.0,174.81,15.91,99.9,63.34,,18.0,,5.8,6.2,2024-01-02 02:18:31.322029346+00:00,timeout,-58.0
,26.4,ESP32-S2,73.0,174.69,16.16,99.9,64.99,,18.0,,6.0,6.37,2024-01-02 02:30:25.465024850+00:00,timeout,-57.0
,24.4,ESP32-S2,73.0,177.16,14.98,99.9,63.46,,18.0,,6.1,6.5,2024-01-02 02:42:19.301439508+00:00,timeout,-58.0
,26.4,ESP32-S2,73.0,177.9,14.93,99.9,57.67,,18.0,,6.0,6.31,2024-01-02 02:54:13.242664899+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,175.8,16.38,99.9,53.37,,18.0,,5.8,5.94,2024-01-02 03:06:06.986602060+00:00,timeout,-59.0
,33.4,ESP32-S2,73.0,174.69,15.78,99.9,55.65,,18.0,,5.5,5.78,2024-01-02 03:18:00.609276058+00:00,timeout,-59.0
,25.4,ESP32-S2,73.0,177.04,15.85,99.9,59.13,,18.0,,5.5,5.86,2024-01-02 03:29:54.451240258+00:00,timeout,-58.0
,25.4,ESP32-S2,73.0,177.16,15.83,99.9,61.38,,18.0,,5.6,6.0,2024-01-02 03:41:48.488668207+00:00,timeout,-58.0
,33.4,ESP32-S2,73.0,181.6,16.3,99.9,63.18,,18.0,,5.8,6.17,2024-01-02 03:53:41.918699213+00:00,timeout,-58.0
,28.4,ESP32-S2,73.0,179.63,17.03,99.9,64.93,,18.0,,5.9,6.34,2024-01-02 04:05:35.109404608+00:00,timeout,-57.0
,25.4,ESP32-S2,73.0,175.93,16.0,99.9,65.2,,18.0,,6.1,6.5,2024-01-02 04:17:29.295887449+00:00,timeout,-57.0
,27.4,ESP32-S2,73.0,179.63,17.03,99.9,60.21,,18.0,,6.1,6.44,2024-01-02 04:29:22.607038066+00:00,timeout,-57.0
,26.4,ESP32-S2,73.0,179.38,16.95,99.9,54.97,,18.0,,5.9,6.11,2024-01-02 04:41:16.142024630+00:00,timeout,-58.0
,30.4,ESP32-S2,73.0,181.11,16.21,99.9,54.37,,18.0,,5.6,5.81,2024-01-02 04:53:08.955363908+00:00,timeout,-58.0
,32.4,ESP32-S2,73.0,178.4,16.81,99.8,58.08,,18.0,,5.4,5.82,2024-01-02 05:05:03.200973599+00:00,timeout,-58.0
,27.4,ESP32-S2,73.0,179.88,17.28,99.9,60.74,,18.0,,5.6,5.94,2024-01-02 05:16:56.834978287+00:00,timeout,-58.0
,24.4,ESP32-S2,73.0,180.49,16.47,99.9,62.55,,18.0,,5.7,6.09,2024-01-02 05:28:50.882480709+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,179.63,17.03,99.9,64.2,,18.0,,5.9,6.26,2024-01-02 05:40:44.915064517+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,180.25,16.22,99.8,65.8,,18.0,,5.9,6.43,2024-01-02 05:52:39.229791163+00:00,timeout,-56.0
,27.4,ESP32-S2,73.0,179.63,17.03,99.8,62.67,,18.0,,6.1,6.5,2024-01-02 06:04:33.104101969+00:00,timeout,-57.0
,24.4,ESP32-S2,73.0,180.12,17.17,99.9,56.44,,18.0,,6.0,6.25,2024-01-02 06:16:25.913455693+00:00,timeout,-57.0
,25.4,ESP32-S2,73.0,179.88,16.33,99.9,52.98,,18.0,,5.7,5.86,2024-01-02 06:28:19.237679536+00:00,timeout,-58.0
,29.4,ESP32-S2,73.0,176.3,15.45,99.9,56.24,,18.0,,5.5,5.76,2024-01-02 06:40:13.283491896+00:00,timeout,-58.0
,21.4,ESP32-S2,73.0,173.09,12.41,99.9,59.62,,18.0,,5.5,5.85,2024-01-02 06:52:07.015006397+00:00,timeout,-57.0
,29.4,ESP32-S2,73.0,174.07,13.19,99.9,61.52,,18.0,,5.6,5.99,2024-01-02 07:04:00.756700573+00:00,timeout,-57.0
,26.4,ESP32-S2,73.0,173.83,12.78,99.9,63.4,,18.0,,5.8,6.16,2024-01-02 07:15:55.097977208+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,174.94,12.62,99.9,65.19,,18.0,,5.9,6.33,2024-01-02 07:27:48.950661982+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,174.2,12.5,99.9,64.51,,18.0,,6.1,6.47,2024-01-02 07:39:42.782234835+00:00,timeout,-57.0
,30.4,ESP32-S2,73.0,176.67,13.9,99.9,65.89,,18.0,,6.2,6.85,2024-01-02 07:51:36.205840130+00:00,timeout,-61.0
,33.4,ESP32-S2,73.0,175.31,13.53,99.9,63.4,,18.0,,6.5,7.08,2024-01-02 08:03:30.450350611+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,175.31,13.08,99.9,62.51,,18.0,,6.4,6.81,2024-01-02 08:15:23.771353701+00:00,timeout,-58.0
,28.4,ESP32-S2,73.0,176.79,14.09,99.9,61.63,,18.0,,6.2,6.58,2024-01-02 08:27:17.506196052+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,175.31,13.08,99.9,62.92,,18.0,,6.2,6.54,2024-01-02 08:39:11.052238225+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,176.3,13.74,99.9,64.24,,18.0,,6.1,6.59,2024-01-02 08:51:04.582860964+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,176.79,14.09,99.9,65.81,,18.0,,6.3,6.69,2024-01-02 09:02:58.300531557+00:00,timeout,-57.0
,29.4,ESP32-S2,73.0,172.96,14.46,99.9,65.96,,18.0,,6.4,6.81,2024-01-02 09:14:51.933713477+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,174.69,13.46,99.8,60.04,,18.0,,6.3,6.64,2024-01-02 09:26:46.391191444+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,175.31,13.9,99.9,54.83,,18.0,,6.0,6.22,2024-01-02 09:38:39.606150359+00:00,timeout,-58.0
,27.4,ESP32-S2,73.0,170.86,14.29,99.9,54.64,,18.0,,5.7,5.9,2024-01-02 09:50:32.830830857+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,174.57,13.67,99.9,58.43,,18.0,,5.6,5.9,2024-01-02 10:02:27.593910194+00:00,timeout,-57.0
,27.4,ESP32-S2,73.0,174.57,13.67,99.9,61.04,,18.0,,5.7,6.03,2024-01-02 10:14:20.813636181+00:00,timeout,-57.0
,25.4,ESP32-S2,73.0,174.69,13.46,99.9,62.99,,18.0,,5.8,6.19,2024-01-02 10:26:14.723719923+00:00,timeout,-57.0
,27.4,ESP32-S2,73.0,174.07,13.04,99.9,64.81,,18.0,,5.9,6.37,2024-01-02 10:38:08.285586036+00:00,timeout,-56.0
,27.4,ESP32-S2,73.0,171.36,15.55,99.9,66.05,,18.0,,6.2,6.55,2024-01-02 10:50:02.019294309+00:00,timeout,-57.0
,22.4,ESP32-S2,73.0,173.83,13.68,99.9,60.95,,18.0,,6.2,6.51,2024-01-02 11:01:55.859763310+00:00,timeout,-57.0
,22.4,ESP32-S2,73.0,175.31,14.18,99.9,55.41,,18.0,,6.0,6.2,2024-01-02 11:13:49.522308980+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,174.69,13.46,99.9,54.63,,18.0,,5.7,5.87,2024-01-02 11:25:43.225800891+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,171.23,11.43,99.9,58.27,,18.0,,5.6,5.86,2024-01-02 11:37:36.548067592+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,170.0,12.12,99.9,60.89,,18.0,,5.6,5.98,2024-01-02 11:49:30.243262673+00:00,timeout,-57.0
,21.4,ESP32-S2,73.0,167.9,12.56,99.9,62.8,,18.0,,5.8,6.14,2024-01-02 12:01:24.536173952+00:00,timeout,-57.0
,23.4,ESP32-S2,73.0,167.9,12.56,99.9,64.65,,18.0,,5.9,6.31,2024-01-02 12:13:18.160094481+00:00,timeout,-56.0
,28.4,ESP32-S2,73.0,164.69,11.42,99.9,66.14,,18.0,,6.1,6.49,2024-01-02 12:25:12.203911636+00:00,timeout,-57.0
,22.4,ESP32-S2,73.0,167.53,12.0,99.8,62.31,,18.0,,6.1,6.53,2024-01-02 12:37:06.143114832+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,168.4,11.99,99.9,56.6,,18.0,,6.0,6.27,2024-01-02 12:48:59.435961590+00:00,timeout,-58.0
,21.4,ESP32-S2,73.0,167.04,11.52,99.9,54.2,,18.0,,5.7,5.91,2024-01-02 13:00:53.302876547+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,167.9,10.85,99.9,57.66,,18.0,,5.5,5.83,2024-01-02 13:12:46.630403216+00:00,timeout,-57.0
,26.4,ESP32-S2,73.0,166.05,11.16,99.8,60.56,,18.0,,5.5,5.94,2024-01-02 13:24:40.907202938+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,166.05,11.16,99.9,62.44,,18.0,,5.7,6.09,2024-01-02 13:36:34.095762462+00:00,timeout,-57.0
,19.4,ESP32-S2,73.0,168.89,11.52,99.9,64.33,,18.0,,5.9,6.26,2024-01-02 13:48:27.832284317+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,169.75,11.27,99.9,65.83,,18.0,,6.0,6.43,2024-01-02 14:00:21.462564271+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,170.25,11.68,99.9,63.11,,18.0,,6.2,6.54,2024-01-02 14:12:14.995922412+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,167.53,10.48,99.9,57.05,,18.0,,6.0,6.28,2024-01-02 14:24:09.047137369+00:00,timeout,-58.0
,20.4,ESP32-S2,73.0,167.53,10.48,99.9,53.59,,18.0,,5.7,5.93,2024-01-02 14:36:02.667875052+00:00,timeout,-58.0
,21.4,ESP32-S2,73.0,170.49,11.99,99.9,56.53,,18.0,,5.5,5.76,2024-01-02 14:47:56.207514332+00:00,timeout,-58.0
,19.4,ESP32-S2,73.0,167.78,10.55,99.9,59.8,,18.0,,5.5,5.85,2024-01-02 14:59:49.842718934+00:00,timeout,-58.0
,26.4,ESP32-S2,73.0,170.37,11.83,99.9,61.97,,18.0,,5.6,6.01,2024-01-02 15:11:43.874703438+00:00,timeout,-58.0
,20.4,ESP32-S2,73.0,170.37,11.83,99.9,63.76,,18.0,,5.8,6.17,2024-01-02 15:23:38.018111046+00:00,timeout,-58.0
,22.4,ESP32-S2,73.0,169.88,11.44,99.9,65.26,,18.0,,5.9,6.34,2024-01-02 15:35:31.649544957+00:00,timeout,-57.0
,27.4,ESP32-S2,73.0,170.99,12.64,99.9,64.69,,18.0,,6.1,6.48,2024-01-02 15:47:25.288641749+00:00,timeout,-58.0
,26.4,ESP32-S2,73.0,173.83,14.04,99.9,58.75,,18.0,,6.1,6.34,2024-01-02 15:59:18.877219718+00:00,timeout,-58.0
,25.4,ESP32-S2,73.0,172.22,13.42,99.9,54.05,,18.0,,5.8,5.97,2024-01-02 16:11:12.255720707+00:00,timeout,-58.0
,18.4,ESP32-S2,73.0,169.75,13.0,99.9,61.1,,18.0,,5.9,6.38,2024-01-02 16:23:05.466273448+00:00,timeout,-59.0
,24.4,ESP32-S2,73.0,169.38,12.93,99.9,61.51,,18.0,,5.9,6.33,2024-01-02 16:34:59.199088072+00:00,timeout,-61.0
,19.4,ESP32-S2,73.0,169.88,13.08,99.9,68.09,,18.0,,6.4,6.99,2024-01-02 16:46:53.036290228+00:00,timeout,-61.0
,25.4,ESP32-S2,73.0,170.25,13.05,99.9,71.18,,18.0,,6.7,7.37,2024-01-02 16:58:47.077070669+00:00,timeout,-57.0
,20.4,ESP32-S2,73.0,171.11,13.54,99.9,69.65,,18.0,,7.1,7.63,2024-01-02 17:10:40.805712687+00:00,timeout,-56.0
,28.4,ESP32-S2,73.0,169.75,13.08,99.9,64.98,,18.0,,7.1,7.59,2024-01-02 17:22:34.954375347+00:00,timeout,-56.0
,26.4,ESP32-S2,73.0,173.58,14.5,99.9,66.76,,18.0,,7.1,7.68,2024-01-02 17:34:28.383544443+00:00,timeout,-55.0
,26.4,ESP32-S2,73.0,165.93,14.18,99.9,69.39,,18.0,,8.3,10.05,2024-01-02 17:46:23.173113369+00:00,timeout,-58.0
,21.4,ESP32-S2,73.0,164.07,14.18,99.9,60.55,,18.0,,8.1,8.92,2024-01-02 17:58:16.581615404+00:00,timeout,-56.0
,22.4,ESP32-S2,73.0,165.19,12.99,99.9,61.35,,18.0,,7.8,8.36,2024-01-02 18:10:09.890927619+00:00,timeout,-56.0
,21.4,ESP32-S2,73.0,164.81,13.04,99.8,63.2,,18.0,,7.5,8.06,2024-01-02 18:22:03.247769401+00:00,timeout,-56.0
,20.4,ESP32-S2,73.0,165.43,12.56,99.9,64.58,,18.0,,7.5,7.95,2024-01-02 18:33:56.949357639+00:00,timeout,-58.0
,20.4,ESP32-S2,73.0,167.41,11.63,99.9,66.22,,18.0,,7.5,7.95,2024-01-02 18:45:50.993244884+00:00,timeout,-57.0
,28.4,ESP32-S2,73.0,166.91,11.49,99.9,63.47,,18.0,,7.6,7.88,2024-01-02 18:57:44.858305266+00:00,timeout,-58.0
,24.4,ESP32-S2,73.0,167.53,12.0,99.9,56.9,,18.0,,7.2,7.47,2024-01-02 19:09:38.737741056+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,167.65,11.86,99.9,53.06,,18.0,,6.8,7.0,2024-01-02 19:21:32.513251730+00:00,timeout,-57.0
,21.4,ESP32-S2,73.0,168.77,12.98,99.9,56.62,,18.0,,6.6,6.84,2024-01-02 19:33:25.524863399+00:00,timeout,-56.0
,23.4,ESP32-S2,73.0,167.9,12.56,99.9,60.28,,18.0,,6.6,6.93,2024-01-02 19:45:19.162617486+00:00,timeout,-57.0
,19.4,ESP32-S2,73.0,167.78,12.85,99.8,62.51,,18.0,,6.7,7.07,2024-01-02 19:57:13.508748664+00:00,timeout,-57.0
,19.4,ESP32-S2,73.0,168.89,12.44,99.9,64.44,,18.0,,6.9,7.23,2024-01-02 20:09:07.060241917+00:00,timeout,-57.0
,19.4,ESP32-S2,73.0,169.63,13.24,99.9,64.62,,18.0,,7.1,7.37,2024-01-02 20:21:00.645264511+00:00,timeout,-56.0
,21.4,ESP32-S2,73.0,169.38,12.46,99.9,57.53,,18.0,,7.0,7.19,2024-01-02 20:32:57.166587195+00:00,timeout,-56.0
,25.4,ESP32-S2,73.0,171.48,14.04,99.9,52.29,,18.0,,6.6,6.77,2024-01-02 20:44:47.725732750+00:00,timeout,-56.0
,23.4,ESP32-S2,73.0,173.21,14.44,99.9,53.16,,18.0,,6.3,6.49,2024-01-02 20:56:41.228163686+00:00,timeout,-56.0
,20.4,ESP32-S2,73.0,172.22,13.19,99.9,57.94,,18.0,,6.3,6.54,2024-01-02 21:08:36.526860550+00:00,timeout,-58.0
,20.4,ESP32-S2,73.0,173.09,13.71,99.9,60.78,,18.0,,6.4,6.69,2024-01-02 21:20:29.240637893+00:00,timeout,-56.0
,23.4,ESP32-S2,73.0,169.38,13.46,99.9,62.75,,18.0,,6.5,6.85,2024-01-02 21:32:23.179679477+00:00,timeout,-56.0
,23.4,ESP32-S2,73.0,170.12,14.51,99.9,64.56,,18.0,,6.7,7.02,2024-01-02 21:44:16.911808889+00:00,timeout,-55.0
,19.4,ESP32-S2,73.0,169.63,13.97,99.9,62.39,,18.0,,6.8,7.12,2024-01-02 21:56:11.159098455+00:00,timeout,-56.0
,19.4,ESP32-S2,73.0,171.6,14.98,99.9,56.01,,18.0,,6.6,6.86,2024-01-02 22:08:05.099324430+00:00,timeout,-58.0
,20.4,ESP32-S2,73.0,171.6,14.98,99.9,51.72,,18.0,,6.3,6.49,2024-01-02 22:19:59.760489683+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,169.01,14.32,99.9,54.91,,18.0,,6.1,6.32,2024-01-02 22:31:52.981895512+00:00,timeout,-58.0
,24.4,ESP32-S2,73.0,168.02,14.43,99.9,59.17,,18.0,,6.1,6.42,2024-01-02 22:43:47.244022884+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,167.41,14.53,99.9,61.27,,18.0,,6.2,6.56,2024-01-02 22:55:40.478519714+00:00,timeout,-56.0
,24.4,ESP32-S2,73.0,169.63,14.94,99.9,63.16,,18.0,,6.3,6.73,2024-01-02 23:07:34.491914012+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,169.14,15.2,99.9,64.76,,18.0,,6.6,6.91,2024-01-02 23:19:28.539183397+00:00,timeout,-56.0
,22.4,ESP32-S2,73.0,169.01,15.07,99.9,63.15,,18.0,,6.7,7.05,2024-01-02 23:31:22.372268632+00:00,timeout,-56.0
,18.4,ESP32-S2,73.0,169.14,15.2,99.9,56.88,,18.0,,6.6,6.8,2024-01-02 23:43:16.126529849+00:00,timeout,-58.0
,23.4,ESP32-S2,73.0,168.15,14.86,99.9,52.3,,18.0,,6.3,6.38,2024-01-02 23:55:09.637475817+00:00,timeout,-56.0
,17.4,ESP32-S2,73.0,169.26,14.81,99.9,54.85,,18.0,,6.0,6.23,2024-01-03 00:07:03.678768723+00:00,timeout,-56.0
,19.4,ESP32-S2,73.0,169.63,15.34,99.8,59.07,,18.0,,6.0,6.31,2024-01-03 00:18:57.929161671+00:00,timeout,-56.0
,17.4,ESP32-S2,73.0,168.52,14.49,99.9,61.39,,18.0,,6.2,6.46,2024-01-03 00:30:51.253134555+00:00,timeout,-56.0
,20.4,ESP32-S2,73.0,168.64,14.84,99.9,63.18,,18.0,,6.3,6.62,2024-01-03 00:42:45.088994242+00:00,timeout,-55.0
,23.4,ESP32-S2,73.0,169.51,15.21,99.9,64.88,,18.0,,6.5,6.8,2024-01-03 00:54:38.821523822+00:00,timeout,-55.0
,19.4,ESP32-S2,73.0,169.63,15.21,99.9,63.56,,18.0,,6.6,6.92,2024-01-03 01:06:32.657228024+00:00,timeout,-58.0
,17.4,ESP32-S2,73.0,169.75,15.2,99.9,57.11,,18.0,,6.5,6.73,2024-01-03 01:18:26.598461714+00:00,timeout,-56.0
,19.4,ESP32-S2,73.0,170.12,14.99,99.9,52.29,,18.0,,6.2,6.29,2024-01-03 01:30:20.230495433+00:00,timeout,-56.0
,17.4,ESP32-S2,73.0,168.52,14.83,99.9,54.32,,18.0,,5.9,6.1,2024-01-03 01:42:14.272484616+00:00,timeout,-56.0
,18.4,ESP32-S2,73.0,169.26,15.21,99.9,58.81,,18.0,,5.9,6.19,2024-01-03 01:54:07.909419721+00:00,timeout,-58.0
,19.4,ESP32-S2,73.0,170.25,14.91,99.9,61.17,,18.0,,6.0,6.33,2024-01-03 02:06:02.049379195+00:00,timeout,-58.0
,22.4,ESP32-S2,73.0,170.37,14.83,99.9,63.12,,18.0,,6.2,6.48,2024-01-03 02:17:56.409219522+00:00,timeout,-56.0
,16.4,ESP32-S2,73.0,170.37,14.83,99.9,64.75,,18.0,,6.3,6.66,2024-01-03 02:29:49.723372062+00:00,timeout,-56.0
,20.4,ESP32-S2,73.0,171.98,16.49,99.9,65.69,,18.0,,6.5,6.83,2024-01-03 02:41:43.568457374+00:00,timeout,-56.0
,22.4,ESP32-S2,73.0,170.99,15.74,99.9,59.85,,18.0,,6.5,6.74,2024-01-03 02:53:37.200546658+00:00,timeout,-56.0
,19.4,ESP32-S2,73.0,165.06,16.65,99.9,54.15,,18.0,,6.2,6.39,2024-01-03 03:05:30.620933706+00:00,timeout,-56.0
,21.4,ESP32-S2,73.0,162.96,17.32,99.9,53.46,,18.0,,5.9,6.08,2024-01-03 03:17:24.150853881+00:00,timeout,-56.0
,22.4,ESP32-S2,73.0,157.78,17.63,99.9,57.88,,18.0,,5.9,6.09,2024-01-03 03:29:17.782472961+00:00,timeout,-56.0
,17.4,ESP32-S2,73.0,159.38,17.71,99.9,60.84,,18.0,,6.0,6.23,2024-01-03 03:41:12.132549367+00:00,timeout,-56.0
,22.4,ESP32-S2,73.0,158.52,16.95,99.9,62.76,,18.0,,6.1,6.38,2024-01-03 03:53:06.409571245+00:00,timeout,-56.0
,19.4,ESP32-S2,73.0,152.96,14.46,99.8,64.4,,18.0,,6.1,6.55,2024-01-03 04:05:00.728399186+00:00,timeout,-56.0
,22.4,ESP32-S2,73.0,153.09,14.53,99.9,65.99,,18.0,,6.4,6.72,2024-01-03 04:16:54.236984664+00:00,timeout,-56.0
,17.4,ESP32-S2,73.0,152.47,15.2,99.8,62.48,,18.0,,6.4,6.78,2024-01-03 04:28:48.709363969+00:00,timeout,-56.0
,17.4,ESP32-S2,73.0,152.47,15.2,99.9,56.22,,18.0,,6.3,6.49,2024-01-03 04:40:41.623197350+00:00,timeout,-56.0
,21.4,ESP32-S2,73.0,152.47,15.2,99.9,52.56,,18.0,,5.9,6.09,2024-01-03 04:52:35.358897374+00:00,timeout,-56.0
,20.4,ESP32-S2,73.0,152.47,15.2,99.8,56.13,,18.0,,5.7,6.01,2024-01-03 05:04:29.403126477+00:00,timeout,-57.0
,16.4,ESP32-S2,73.0,152.47,15.2,99.9,59.91,,18.0,,5.8,6.11,2024-01-03 05:16:22.623496722+00:00,timeout,-57.0
