Unnamed: 0,battery_level,device,floor_calib,height,height_std,hum_in,hum_out,pressure,start_calib,temp,temp_in,temp_out,time,wake_reason,wifi_rssi
,4.4,ESP32-S2,73.0,123.21,16.45,87.7,58.88,,18.0,,6.4,6.78,2024-01-05 22:42:04.764537861+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,122.84,16.57,89.9,60.57,,18.0,,6.5,6.92,2024-01-05 22:53:58.298663202+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,123.09,16.61,91.7,62.31,,18.0,,6.6,7.1,2024-01-05 23:05:52.747927286+00:00,timeout,-68.0
,5.4,ESP32-S2,73.0,122.96,16.59,92.0,61.17,,18.0,,6.8,7.19,2024-01-05 23:17:46.006224831+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,123.46,16.67,86.9,57.21,,18.0,,6.6,6.99,2024-01-05 23:29:40.010995497+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,123.09,16.61,81.6,53.48,,18.0,,6.3,6.65,2024-01-05 23:41:33.232802793+00:00,timeout,-70.0
,5.4,ESP32-S2,73.0,123.09,16.43,81.1,54.65,,18.0,,6.0,6.45,2024-01-05 23:53:26.659633735+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,122.96,16.59,84.1,57.57,,18.0,,6.0,6.5,2024-01-06 00:05:20.516557529+00:00,timeout,-69.0
,4.4,ESP32-S2,73.0,122.35,16.46,86.8,59.42,,18.0,,6.1,6.62,2024-01-06 00:17:14.148526118+00:00,timeout,-68.0
,5.4,ESP32-S2,73.0,122.72,16.36,89.5,61.14,,18.0,,6.4,6.8,2024-01-06 00:29:07.577296410+00:00,timeout,-70.0
,5.4,ESP32-S2,73.0,122.22,16.79,91.6,62.79,,18.0,,6.5,6.97,2024-01-06 00:41:02.013794073+00:00,timeout,-72.0
,5.4,ESP32-S2,73.0,122.96,16.41,89.9,60.13,,18.0,,6.6,6.99,2024-01-06 00:52:55.434261868+00:00,timeout,-71.0
,5.4,ESP32-S2,73.0,122.84,16.57,84.2,56.16,,18.0,,6.4,6.75,2024-01-06 01:04:48.963287588+00:00,timeout,-74.0
,5.4,ESP32-S2,73.0,122.84,16.38,79.7,53.29,,18.0,,6.0,6.41,2024-01-06 01:16:42.493472305+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,122.35,16.4,80.7,55.6,,18.0,,5.8,6.3,2024-01-06 01:28:36.434839197+00:00,timeout,-71.0
,5.4,ESP32-S2,73.0,122.47,16.31,84.3,58.13,,18.0,,6.0,6.39,2024-01-06 01:40:30.135197814+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,121.6,15.89,86.7,59.74,,18.0,,6.0,6.53,2024-01-06 01:52:24.109734914+00:00,timeout,-69.0
,5.4,ESP32-S2,73.0,121.98,16.25,89.2,61.45,,18.0,,6.3,6.69,2024-01-06 02:04:17.535645639+00:00,timeout,-69.0
,5.4,ESP32-S2,73.0,120.62,15.21,91.3,63.1,,18.0,,6.5,6.87,2024-01-06 02:16:11.479531582+00:00,timeout,-71.0
,5.4,ESP32-S2,73.0,122.72,16.36,89.4,60.22,,18.0,,6.5,6.87,2024-01-06 02:28:05.316689037+00:00,timeout,-73.0
,4.4,ESP32-S2,73.0,123.46,16.67,83.5,56.08,,18.0,,6.3,6.62,2024-01-06 02:39:59.254444821+00:00,timeout,-75.0
,4.4,ESP32-S2,73.0,121.36,16.37,79.1,53.8,,18.0,,5.9,6.3,2024-01-06 02:51:53.178748508+00:00,timeout,-72.0
,5.4,ESP32-S2,73.0,120.74,16.21,80.8,55.92,,18.0,,5.8,6.23,2024-01-06 03:03:46.628723653+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,119.88,16.4,84.1,58.4,,18.0,,6.0,6.31,2024-01-06 03:15:41.194514426+00:00,timeout,-70.0
,5.4,ESP32-S2,73.0,122.1,16.28,86.7,60.07,,18.0,,6.1,6.46,2024-01-06 03:27:34.501630531+00:00,timeout,-69.0
,5.4,ESP32-S2,73.0,121.36,15.93,89.0,61.64,,18.0,,6.2,6.61,2024-01-06 03:39:27.625973202+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,117.9,16.67,90.8,63.16,,18.0,,6.3,6.78,2024-01-06 03:51:22.072800798+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,121.36,16.0,89.4,60.5,,18.0,,6.5,6.81,2024-01-06 04:03:15.501173371+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,120.37,15.62,83.3,56.4,,18.0,,6.2,6.56,2024-01-06 04:15:09.027038150+00:00,timeout,-72.0
,5.4,ESP32-S2,73.0,120.25,16.86,78.5,53.81,,18.0,,5.9,6.24,2024-01-06 04:27:02.218084513+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,123.09,16.25,79.8,55.76,,18.0,,5.8,6.14,2024-01-06 04:38:55.779973357+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,118.89,15.9,83.3,58.25,,18.0,,5.8,6.22,2024-01-06 04:50:49.515793913+00:00,timeout,-70.0
,5.3,ESP32-S2,73.0,119.38,15.98,86.0,59.87,,18.0,,6.0,6.35,2024-01-06 05:02:43.250160623+00:00,timeout,-69.0
,4.4,ESP32-S2,73.0,120.99,16.06,88.3,61.43,,18.0,,6.1,6.5,2024-01-06 05:14:36.677986414+00:00,timeout,-68.0
,4.4,ESP32-S2,73.0,120.0,15.77,90.2,63.06,,18.0,,6.2,6.65,2024-01-06 05:26:30.928639065+00:00,timeout,-68.0
,4.4,ESP32-S2,73.0,120.37,15.36,90.5,61.74,,18.0,,6.4,6.76,2024-01-06 05:38:24.146519337+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,119.63,15.97,85.0,57.67,,18.0,,6.2,6.6,2024-01-06 05:50:17.987053012+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,119.38,15.79,79.1,54.11,,18.0,,5.9,6.27,2024-01-06 06:02:11.720293653+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,121.23,16.02,78.6,54.92,,18.0,,5.7,6.09,2024-01-06 06:14:05.351111351+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,120.37,16.43,82.1,57.67,,18.0,,5.7,6.13,2024-01-06 06:25:59.905861778+00:00,timeout,-70.0
,5.4,ESP32-S2,73.0,119.75,16.47,85.0,59.43,,18.0,,5.9,6.25,2024-01-06 06:37:53.234556760+00:00,timeout,-69.0
,5.4,ESP32-S2,73.0,120.0,16.94,87.5,60.99,,18.0,,6.0,6.4,2024-01-06 06:49:47.070420655+00:00,timeout,-68.0
,4.4,ESP32-S2,73.0,120.0,16.82,89.6,62.59,,18.0,,6.2,6.55,2024-01-06 07:01:40.807967084+00:00,timeout,-68.0
,4.4,ESP32-S2,73.0,119.26,15.66,94.2,67.17,,18.0,,6.6,7.38,2024-01-06 07:13:34.639459871+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,118.52,15.49,93.1,63.15,,18.0,,6.9,7.54,2024-01-06 07:25:28.440577102+00:00,timeout,-69.0
,5.4,ESP32-S2,73.0,122.72,15.61,85.3,57.5,,18.0,,6.6,7.04,2024-01-06 07:37:21.935466443+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,120.49,16.24,80.7,55.94,,18.0,,6.2,6.6,2024-01-06 07:49:15.668765102+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,119.26,16.47,82.3,58.1,,18.0,,6.0,6.47,2024-01-06 08:01:09.477609514+00:00,timeout,-84.0
,4.4,ESP32-S2,73.0,119.14,16.47,86.4,60.75,,18.0,,6.2,6.58,2024-01-06 08:13:02.598865936+00:00,timeout,-68.0
,5.4,ESP32-S2,73.0,118.64,15.5,88.4,61.99,,18.0,,6.3,6.64,2024-01-06 08:24:56.127136593+00:00,timeout,-73.0
,5.4,ESP32-S2,73.0,118.27,15.98,90.3,63.47,,18.0,,6.4,6.76,2024-01-06 08:36:49.982601182+00:00,timeout,-76.0
,4.4,ESP32-S2,73.0,118.02,16.44,92.0,64.25,,18.0,,6.5,6.88,2024-01-06 08:48:44.006092300+00:00,timeout,-80.0
,4.4,ESP32-S2,73.0,118.64,15.5,88.5,60.96,,18.0,,6.4,6.83,2024-01-06 09:00:37.741431226+00:00,timeout,-82.0
,4.4,ESP32-S2,73.0,116.91,16.97,82.5,56.86,,18.0,,6.2,6.54,2024-01-06 09:12:30.900785725+00:00,timeout,-70.0
,4.4,ESP32-S2,73.0,118.52,15.49,78.1,55.0,,18.0,,5.8,6.22,2024-01-06 09:24:25.110326690+00:00,timeout,-72.0
,4.4,ESP32-S2,73.0,117.9,16.67,80.5,57.37,,18.0,,5.8,6.16,2024-01-06 09:36:18.538670655+00:00,timeout,-69.0
,4.4,ESP32-S2,73.0,118.02,16.44,84.0,59.62,,18.0,,5.9,6.24,2024-01-06 09:48:12.584302363+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,118.15,16.21,86.2,61.16,,18.0,,5.9,6.37,2024-01-06 10:00:06.833799509+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,117.9,16.67,88.7,62.83,,18.0,,6.2,6.53,2024-01-06 10:11:59.945538097+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,117.9,16.67,90.8,64.27,,18.0,,6.4,6.69,2024-01-06 10:23:53.888732791+00:00,timeout,-66.0
,4.4,ESP32-S2,73.0,117.9,16.67,90.0,62.19,,18.0,,6.4,6.75,2024-01-06 10:35:47.424858530+00:00,timeout,-66.0
,4.4,ESP32-S2,73.0,117.9,16.67,83.6,57.58,,18.0,,6.2,6.53,2024-01-06 10:47:40.948464360+00:00,timeout,-79.0
,4.4,ESP32-S2,73.0,120.37,15.17,89.3,56.79,,18.0,,6.5,7.04,2024-01-06 10:59:34.788653064+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,118.89,15.9,88.7,55.91,,18.0,,6.2,6.59,2024-01-06 11:11:28.828157811+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,119.75,16.1,90.7,58.84,,18.0,,6.0,6.47,2024-01-06 11:23:23.278809599+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,119.14,15.66,93.2,60.9,,18.0,,6.2,6.48,2024-01-06 11:35:16.810486037+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,117.53,15.55,94.9,62.64,,18.0,,6.2,6.55,2024-01-06 11:47:10.924568184+00:00,timeout,-66.0
,4.4,ESP32-S2,73.0,119.01,15.52,96.4,64.46,,18.0,,6.4,6.66,2024-01-06 11:59:04.077142866+00:00,timeout,-71.0
,4.4,ESP32-S2,73.0,120.99,15.48,98.8,67.49,,18.0,,6.7,7.28,2024-01-06 12:10:58.115067540+00:00,timeout,-72.0
,4.4,ESP32-S2,73.0,118.89,15.96,97.0,62.02,,18.0,,6.7,7.08,2024-01-06 12:22:51.957280101+00:00,timeout,-67.0
,4.4,ESP32-S2,73.0,119.38,14.94,93.1,56.47,,18.0,,6.4,6.62,2024-01-06 12:34:45.280237947+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,119.51,15.66,90.9,55.08,,18.0,,6.0,6.28,2024-01-06 12:46:38.809415232+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,118.89,15.96,92.1,58.39,,18.0,,5.8,6.23,2024-01-06 12:58:33.064128460+00:00,timeout,-66.0
,4.4,ESP32-S2,73.0,121.6,15.95,94.7,61.5,,18.0,,6.0,6.36,2024-01-06 13:10:26.993833382+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,119.38,15.14,96.3,63.19,,18.0,,6.1,6.5,2024-01-06 13:22:21.048918736+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,118.64,15.37,97.7,64.95,,18.0,,6.3,6.67,2024-01-06 13:34:14.367353407+00:00,timeout,-62.0
,4.4,ESP32-S2,73.0,116.79,15.07,98.5,66.27,,18.0,,6.4,6.84,2024-01-06 13:46:08.702796527+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,119.88,15.26,99.5,64.86,,18.0,,6.7,7.05,2024-01-06 13:58:02.139318470+00:00,timeout,-66.0
,4.4,ESP32-S2,73.0,119.14,15.78,95.8,58.85,,18.0,,6.4,6.76,2024-01-06 14:09:55.777920744+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,117.78,15.85,91.7,53.99,,18.0,,6.1,6.32,2024-01-06 14:21:48.387656368+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,119.01,15.0,90.9,55.1,,18.0,,5.9,6.13,2024-01-06 14:33:41.812725970+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,119.63,15.53,93.0,58.86,,18.0,,5.9,6.18,2024-01-06 14:45:35.444596379+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,120.99,15.74,95.1,61.22,,18.0,,6.0,6.32,2024-01-06 14:57:29.226176900+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,118.4,15.09,96.7,63.31,,18.0,,6.1,6.5,2024-01-06 15:09:22.817106960+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,123.21,16.39,98.1,65.05,,18.0,,6.4,6.68,2024-01-06 15:21:16.550661927+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,116.67,14.83,98.7,63.87,,18.0,,6.5,6.8,2024-01-06 15:33:09.922427189+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,119.63,15.21,96.2,59.32,,18.0,,6.4,6.62,2024-01-06 15:45:03.307312894+00:00,timeout,-64.0
,4.4,ESP32-S2,73.0,118.27,15.34,92.4,54.69,,18.0,,6.0,6.26,2024-01-06 15:56:56.932127645+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,119.38,15.53,91.4,55.32,,18.0,,5.8,6.07,2024-01-06 16:08:50.769905917+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,118.52,16.37,93.4,58.85,,18.0,,5.8,6.13,2024-01-06 16:20:44.607552990+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,118.77,16.27,95.3,61.31,,18.0,,5.9,6.26,2024-01-06 16:32:38.751971271+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,118.52,16.0,96.9,63.28,,18.0,,6.1,6.42,2024-01-06 16:44:32.588461805+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,119.38,15.4,98.3,64.84,,18.0,,6.3,6.6,2024-01-06 16:56:26.118917080+00:00,timeout,-62.0
,4.4,ESP32-S2,73.0,,,99.2,64.4,,18.0,,6.4,6.73,2024-01-06 17:08:19.445710139+00:00,timeout,-63.0
,4.4,ESP32-S2,73.0,117.41,15.97,99.9,63.49,,18.0,,7.2,7.86,2024-01-06 17:20:14.410974383+00:00,timeout,-61.0
,4.4,ESP32-S2,73.0,120.12,15.32,99.0,62.83,,18.0,,7.3,8.13,2024-01-06 17:32:09.473918369+00:00,timeout,-69.0
,4.4,ESP32-S2,73.0,126.79,15.7,98.0,62.54,,18.0,,7.3,8.64,2024-01-06 17:44:02.334349945+00:00,timeout,-57.0
,4.3,ESP32-S2,73.0,125.31,14.18,92.2,59.96,,18.0,,7.0,7.94,2024-01-06 17:55:55.506901805+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,125.43,14.32,92.7,70.51,,18.0,,7.3,7.98,2024-01-06 18:07:48.935426602+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,125.31,14.18,96.8,72.47,,18.0,,7.6,8.37,2024-01-06 18:19:43.114011091+00:00,timeout,-65.0
,4.4,ESP32-S2,73.0,127.16,15.44,99.8,69.3,,18.0,,8.2,9.4,2024-01-06 18:31:38.040848088+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,98.1,65.48,,18.0,,8.2,8.93,2024-01-06 18:43:30.755604241+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.31,14.18,90.7,58.39,,18.0,,7.5,8.13,2024-01-06 18:55:24.006390983+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,126.3,15.19,84.6,55.27,,18.0,,6.8,7.42,2024-01-06 19:07:18.127572249+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,126.05,15.02,84.9,59.53,,18.0,,6.6,7.21,2024-01-06 19:19:10.631998405+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,126.3,14.93,86.7,61.85,,18.0,,6.7,7.18,2024-01-06 19:31:04.327421503+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.43,14.32,88.2,63.53,,18.0,,6.6,7.25,2024-01-06 19:42:58.514185752+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.56,14.45,90.5,65.31,,18.0,,6.8,7.37,2024-01-06 19:54:51.733683129+00:00,timeout,-59.0
,4.4,ESP32-S2,73.0,125.31,14.18,91.1,64.21,,18.0,,7.0,7.45,2024-01-06 20:06:45.565078144+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.31,14.18,87.6,58.96,,18.0,,6.7,7.36,2024-01-06 20:18:39.404157066+00:00,timeout,-59.0
,4.4,ESP32-S2,73.0,127.04,14.6,80.1,52.88,,18.0,,6.2,6.84,2024-01-06 20:30:32.527988737+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.43,14.32,78.1,54.26,,18.0,,6.0,6.52,2024-01-06 20:42:26.156856792+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,125.93,14.83,79.9,57.83,,18.0,,5.9,6.5,2024-01-06 20:54:19.901574354+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.93,14.83,86.6,61.97,,18.0,,6.5,7.46,2024-01-06 21:06:14.450232568+00:00,timeout,-55.0
,4.4,ESP32-S2,73.0,125.31,14.18,86.8,61.77,,18.0,,6.7,7.32,2024-01-06 21:18:07.991353400+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,126.05,14.95,88.4,62.84,,18.0,,6.7,7.38,2024-01-06 21:30:02.130917060+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,86.6,60.49,,18.0,,6.7,7.25,2024-01-06 21:41:55.916355586+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.43,14.32,80.8,55.7,,18.0,,6.3,6.81,2024-01-06 21:53:49.179107374+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,76.6,53.51,,18.0,,5.8,6.34,2024-01-06 22:05:42.813435502+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,122.96,14.81,77.3,56.28,,18.0,,5.5,6.19,2024-01-06 22:17:36.238689722+00:00,timeout,-56.0
,3.4,ESP32-S2,73.0,125.31,14.18,79.7,59.23,,18.0,,5.6,6.25,2024-01-06 22:29:30.390970437+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,82.2,60.62,,18.0,,5.8,6.35,2024-01-06 22:41:23.513540143+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.06,13.9,84.3,61.78,,18.0,,6.0,6.48,2024-01-06 22:53:17.416807680+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,125.31,14.18,86.1,62.74,,18.0,,6.1,6.64,2024-01-06 23:05:11.081487438+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,86.3,61.89,,18.0,,6.2,6.71,2024-01-06 23:17:05.525066324+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,125.31,14.18,82.0,57.31,,18.0,,5.9,6.46,2024-01-06 23:28:58.646588956+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,77.1,53.75,,18.0,,5.6,6.06,2024-01-06 23:40:51.358140665+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,76.5,56.12,,18.0,,5.4,5.88,2024-01-06 23:52:44.995815946+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.94,13.76,79.3,59.17,,18.0,,5.4,5.96,2024-01-07 00:04:39.541396481+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,81.5,60.72,,18.0,,5.5,6.07,2024-01-07 00:16:34.082142942+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.94,13.76,83.9,61.87,,18.0,,5.7,6.22,2024-01-07 00:28:27.095503467+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,85.9,62.91,,18.0,,5.9,6.38,2024-01-07 00:40:21.158965982+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.97,87.6,63.81,,18.0,,6.1,6.55,2024-01-07 00:52:14.586369573+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,84.5,59.69,,18.0,,6.0,6.46,2024-01-07 01:04:08.289038572+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,125.31,14.18,79.1,55.28,,18.0,,5.6,6.1,2024-01-07 01:16:01.542030822+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,124.69,13.46,75.9,54.67,,18.0,,5.3,5.79,2024-01-07 01:27:54.768399101+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,122.22,14.49,77.7,58.15,,18.0,,5.2,5.77,2024-01-07 01:39:48.732764286+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,125.06,13.9,80.6,60.32,,18.0,,5.4,5.88,2024-01-07 01:51:42.957273880+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,124.69,13.46,82.9,61.64,,18.0,,5.5,6.01,2024-01-07 02:03:36.997036890+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.32,12.98,85.1,62.77,,18.0,,5.7,6.17,2024-01-07 02:15:31.547132539+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.57,13.3,87.0,63.67,,18.0,,5.9,6.33,2024-01-07 02:27:24.568371780+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,86.8,62.51,,18.0,,6.0,6.42,2024-01-07 02:39:18.606842106+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.81,13.61,81.6,57.31,,18.0,,5.7,6.16,2024-01-07 02:51:12.343614356+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,76.3,53.95,,18.0,,5.3,5.75,2024-01-07 03:03:05.564972567+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,122.35,14.03,75.9,56.34,,18.0,,5.1,5.6,2024-01-07 03:14:58.482246660+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,78.9,59.55,,18.0,,5.2,5.67,2024-01-07 03:26:52.218393099+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,124.2,13.87,81.3,61.17,,18.0,,5.2,5.79,2024-01-07 03:38:46.463302318+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,124.2,12.82,83.9,62.41,,18.0,,5.5,5.95,2024-01-07 03:50:39.277333125+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.57,13.3,86.1,63.55,,18.0,,5.6,6.11,2024-01-07 04:02:34.238180481+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,87.9,64.4,,18.0,,5.8,6.27,2024-01-07 04:14:27.566276327+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.58,14.57,85.8,61.35,,18.0,,5.7,6.25,2024-01-07 04:26:21.302142837+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.69,13.46,79.8,56.41,,18.0,,5.5,5.93,2024-01-07 04:38:15.340494554+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,121.23,14.16,75.3,54.08,,18.0,,5.0,5.56,2024-01-07 04:50:08.605078808+00:00,timeout,-56.0
,4.4,ESP32-S2,73.0,121.85,13.81,76.2,57.48,,18.0,,5.0,5.48,2024-01-07 05:02:02.227260960+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,120.99,14.06,79.5,60.29,,18.0,,5.1,5.58,2024-01-07 05:13:55.826738313+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.33,14.32,82.2,61.58,,18.0,,5.2,5.72,2024-01-07 05:25:49.874102275+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,123.46,14.41,84.3,62.95,,18.0,,5.3,5.87,2024-01-07 05:37:44.387025482+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,124.2,12.82,86.7,64.01,,18.0,,5.6,6.03,2024-01-07 05:49:37.719919980+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,121.85,14.17,88.5,64.87,,18.0,,5.7,6.2,2024-01-07 06:01:31.482558321+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.21,14.23,85.9,61.66,,18.0,,5.6,6.17,2024-01-07 06:13:24.809287039+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,123.09,13.93,80.1,56.98,,18.0,,5.4,5.86,2024-01-07 06:25:18.644478893+00:00,timeout,-56.0
,3.4,ESP32-S2,73.0,123.7,13.74,75.7,54.57,,18.0,,5.0,5.51,2024-01-07 06:37:12.381973798+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,122.59,14.38,76.5,58.27,,18.0,,4.8,5.45,2024-01-07 06:49:06.735169478+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,122.1,14.39,80.0,60.75,,18.0,,5.1,5.56,2024-01-07 07:01:00.565155491+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.83,13.68,82.5,62.18,,18.0,,5.2,5.69,2024-01-07 07:12:54.409991929+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,120.99,14.06,88.5,65.63,,18.0,,5.6,6.27,2024-01-07 07:24:48.957389870+00:00,timeout,-59.0
,4.4,ESP32-S2,73.0,121.98,14.21,89.6,65.58,,18.0,,5.9,6.34,2024-01-07 07:36:42.285664963+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,123.46,14.41,89.9,65.33,,18.0,,6.0,6.42,2024-01-07 07:48:35.577694607+00:00,timeout,-59.0
,3.4,ESP32-S2,73.0,122.72,14.89,87.9,61.97,,18.0,,6.0,6.58,2024-01-07 08:00:29.621708967+00:00,timeout,-58.0
,4.4,ESP32-S2,73.0,122.59,14.79,86.9,64.16,,18.0,,6.0,7.19,2024-01-07 08:12:23.183301044+00:00,timeout,-56.0
,3.4,ESP32-S2,73.0,122.35,14.59,81.4,57.12,,18.0,,5.8,6.4,2024-01-07 08:24:17.630477830+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.58,14.08,80.6,59.68,,18.0,,5.6,6.1,2024-01-07 08:36:10.033837845+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,122.59,14.38,82.4,62.03,,18.0,,5.5,6.04,2024-01-07 08:48:03.577197799+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,120.12,13.88,84.3,63.21,,18.0,,5.6,6.09,2024-01-07 08:59:57.194931711+00:00,timeout,-58.0
,3.4,ESP32-S2,73.0,121.85,14.17,86.2,64.48,,18.0,,5.6,6.14,2024-01-07 09:11:50.730675128+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,123.7,12.84,88.1,65.73,,18.0,,5.8,6.24,2024-01-07 09:23:44.499583539+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,122.1,14.39,88.8,65.3,,18.0,,5.9,6.33,2024-01-07 09:35:38.816108459+00:00,timeout,-57.0
,3.4,ESP32-S2,73.0,123.46,14.41,84.9,61.04,,18.0,,5.8,6.19,2024-01-07 09:47:32.136291413+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.33,14.32,78.8,56.26,,18.0,,5.3,5.8,2024-01-07 09:59:26.078420989+00:00,timeout,-57.0
,4.4,ESP32-S2,73.0,123.95,12.79,76.3,56.46,,18.0,,5.0,5.53,2024-01-07 10:11:19.712863254+00:00,timeout,-56.0
