time,battery_level
2023-12-30 23:44:06.083102141+00:00,71.4
2023-12-30 23:48:04.785965788+00:00,74.4
2023-12-30 23:52:03.273690061+00:00,68.4
2023-12-30 23:56:00.636783049+00:00,68.4
2023-12-30 23:59:59.447633077+00:00,71.4
2023-12-31 00:03:57.527583140+00:00,72.4
2023-12-31 00:07:56.432278879+00:00,73.4
2023-12-31 00:11:54.303552274+00:00,70.4
2023-12-31 00:15:51.667631638+00:00,73.4
2023-12-31 00:19:50.156068437+00:00,71.4
2023-12-31 00:23:48.444497543+00:00,68.4
2023-12-31 00:27:46.620585768+00:00,71.4
2023-12-31 00:31:44.608057632+00:00,68.4
2023-12-31 00:35:42.177382958+00:00,70.4
2023-12-31 00:39:40.842288846+00:00,73.4
2023-12-31 00:43:39.163692979+00:00,70.4
2023-12-31 00:47:37.447487765+00:00,72.4
2023-12-31 00:51:35.735238064+00:00,72.4
2023-12-31 00:55:33.820888151+00:00,71.4
2023-12-31 00:59:32.725070140+00:00,73.4
2023-12-31 01:03:30.314858022+00:00,70.4
2023-12-31 01:07:28.336419970+00:00,72.4
2023-12-31 01:11:26.863165148+00:00,72.4
2023-12-31 01:15:24.843696479+00:00,72.4
2023-12-31 01:19:22.311959011+00:00,72.4
2023-12-31 01:23:20.689913207+00:00,70.4
2023-12-31 01:27:19.408830019+00:00,70.4
2023-12-31 01:31:17.070427327+00:00,69.4
2023-12-31 01:35:15.328024234+00:00,71.4
2023-12-31 01:39:13.643161511+00:00,71.4
2023-12-31 01:43:11.729625645+00:00,70.4
2023-12-31 01:47:10.217853337+00:00,71.4
2023-12-31 01:51:08.403097149+00:00,68.4
2023-12-31 01:55:06.489111697+00:00,70.4
2023-12-31 01:59:04.748313950+00:00,71.4
2023-12-31 02:03:02.363705285+00:00,70.4
2023-12-31 02:07:01.070583655+00:00,67.4
2023-12-31 02:10:59.224774088+00:00,68.4
2023-12-31 02:14:57.560240665+00:00,69.4
2023-12-31 02:18:55.596660569+00:00,71.4
2023-12-31 02:22:53.884747280+00:00,72.4
2023-12-31 02:26:51.975433713+00:00,71.4
2023-12-31 02:30:50.455343511+00:00,67.4
2023-12-31 02:34:48.135566905+00:00,66.4
2023-12-31 02:38:47.031494748+00:00,68.4
2023-12-31 02:42:45.011190875+00:00,66.4
2023-12-31 02:46:43.090111958+00:00,71.4
2023-12-31 02:50:41.274711169+00:00,66.4
2023-12-31 02:54:40.282175863+00:00,70.4
2023-12-31 02:58:37.616961176+00:00,68.4
2023-12-31 03:02:36.609679164+00:00,66.4
2023-12-31 03:06:33.711390097+00:00,67.4
2023-12-31 03:10:31.894117637+00:00,65.4
2023-12-31 03:14:30.487319593+00:00,67.4
2023-12-31 03:18:28.571669485+00:00,66.4
2023-12-31 03:22:26.818562183+00:00,68.4
2023-12-31 03:26:24.913276672+00:00,69.4
2023-12-31 03:30:23.225626387+00:00,66.4
2023-12-31 03:34:21.312082066+00:00,69.4
2023-12-31 03:38:19.086795281+00:00,68.4
2023-12-31 03:42:17.879913397+00:00,70.4
2023-12-31 03:46:16.071249767+00:00,68.4
2023-12-31 03:50:14.251473202+00:00,71.4
2023-12-31 03:54:12.436397268+00:00,69.4
2023-12-31 03:58:10.627720393+00:00,65.4
2023-12-31 04:02:08.807422296+00:00,65.4
2023-12-31 04:06:07.161539102+00:00,69.4
2023-12-31 04:10:05.688978194+00:00,65.4
2023-12-31 04:14:03.673402543+00:00,70.4
2023-12-31 04:18:01.343710581+00:00,70.4
2023-12-31 04:22:00.176353360+00:00,66.4
2023-12-31 04:25:58.121791043+00:00,71.4
2023-12-31 04:29:56.509678972+00:00,64.4
2023-12-31 04:33:54.695630492+00:00,70.4
2023-12-31 04:37:52.952442400+00:00,69.4
2023-12-31 04:41:51.063788354+00:00,65.4
2023-12-31 04:45:49.254369367+00:00,71.4
2023-12-31 04:49:47.421973795+00:00,65.4
2023-12-31 04:53:45.927357192+00:00,70.4
2023-12-31 04:57:44.926929892+00:00,65.4
2023-12-31 05:01:42.298588378+00:00,68.4
2023-12-31 05:05:40.380962840+00:00,66.4
2023-12-31 05:09:38.558112339+00:00,67.4
2023-12-31 05:13:36.129426634+00:00,67.4
2023-12-31 05:17:34.926161725+00:00,70.4
2023-12-31 05:21:33.122206335+00:00,68.4
2023-12-31 05:25:31.057677515+00:00,69.4
2023-12-31 05:29:29.479670429+00:00,67.4
2023-12-31 05:33:27.155882144+00:00,70.4
2023-12-31 05:37:25.850712539+00:00,64.4
2023-12-31 05:41:24.035449640+00:00,69.4
2023-12-31 05:45:22.354824364+00:00,65.4
2023-12-31 05:49:20.714911101+00:00,67.4
2023-12-31 05:53:18.354190937+00:00,64.4
2023-12-31 05:57:16.880746921+00:00,67.4
2023-12-31 06:01:14.958351594+00:00,66.4
2023-12-31 06:05:13.453617432+00:00,67.4
2023-12-31 06:09:11.607538937+00:00,66.4
2023-12-31 06:13:09.820743804+00:00,64.4
2023-12-31 06:17:07.800700764+00:00,68.4
2023-12-31 06:21:06.089639049+00:00,66.4
2023-12-31 06:25:04.904179152+00:00,64.4
2023-12-31 06:29:02.456792835+00:00,66.4
2023-12-31 06:33:00.443538862+00:00,63.4
2023-12-31 06:36:58.619921934+00:00,63.4
2023-12-31 06:40:56.909816793+00:00,63.4
2023-12-31 06:44:54.989689531+00:00,62.4
2023-12-31 06:48:54.201224916+00:00,63.4
2023-12-31 06:52:51.665619930+00:00,65.4
2023-12-31 06:56:50.263304581+00:00,62.4
2023-12-31 07:00:47.935059763+00:00,62.4
2023-12-31 07:04:46.223085424+00:00,61.4
2023-12-31 07:08:44.415170576+00:00,62.4
2023-12-31 07:12:42.794953868+00:00,65.4
2023-12-31 07:16:41.084584296+00:00,61.4
2023-12-31 07:20:39.683656635+00:00,62.4
2023-12-31 07:24:37.657238933+00:00,62.4
2023-12-31 07:28:35.739657308+00:00,62.4
2023-12-31 07:32:34.031878587+00:00,63.4
2023-12-31 07:36:33.029293187+00:00,65.4
2023-12-31 07:40:30.293393681+00:00,62.4
2023-12-31 07:44:28.484118997+00:00,62.4
2023-12-31 07:48:26.661444423+00:00,63.4
2023-12-31 07:52:25.049724859+00:00,63.4
2023-12-31 07:56:23.438204512+00:00,64.4
2023-12-31 08:00:21.456616265+00:00,64.4
2023-12-31 08:04:19.608993180+00:00,67.4
2023-12-31 08:08:17.996490545+00:00,65.4
2023-12-31 08:12:16.083414519+00:00,66.4
2023-12-31 08:16:14.372075887+00:00,63.4
2023-12-31 08:20:12.256847480+00:00,66.4
2023-12-31 08:24:10.642726438+00:00,67.4
2023-12-31 08:28:08.921197239+00:00,68.4
2023-12-31 08:32:06.943989179+00:00,63.4
2023-12-31 08:36:04.948032784+00:00,63.4
2023-12-31 08:40:03.181860528+00:00,64.4
2023-12-31 08:44:01.575831644+00:00,64.4
2023-12-31 08:47:59.644013294+00:00,62.4
2023-12-31 08:51:58.028648246+00:00,67.4
2023-12-31 08:55:56.111165749+00:00,67.4
2023-12-31 08:59:54.260174574+00:00,63.4
2023-12-31 09:03:52.687227074+00:00,64.4
2023-12-31 09:07:50.871900279+00:00,63.4
2023-12-31 09:11:49.048946794+00:00,63.4
2023-12-31 09:15:47.133921231+00:00,63.4
2023-12-31 09:19:45.216481274+00:00,63.4
2023-12-31 09:23:43.521315378+00:00,64.4
2023-12-31 09:27:42.300174424+00:00,64.4
2023-12-31 09:31:39.765788530+00:00,62.4
2023-12-31 09:35:37.852322992+00:00,62.4
2023-12-31 09:39:36.139015358+00:00,62.4
2023-12-31 09:43:34.361872371+00:00,63.4
2023-12-31 09:47:32.613280998+00:00,65.4
2023-12-31 09:51:30.828774342+00:00,65.4
2023-12-31 09:55:29.124935357+00:00,62.4
2023-12-31 09:59:27.573334874+00:00,66.4
2023-12-31 10:03:25.554192641+00:00,62.4
2023-12-31 10:07:23.734678534+00:00,62.4
2023-12-31 10:11:21.926795748+00:00,67.4
2023-12-31 10:15:20.055255550+00:00,64.4
2023-12-31 10:19:18.089211451+00:00,64.4
2023-12-31 10:23:16.169934036+00:00,63.4
2023-12-31 10:27:14.495741956+00:00,65.4
2023-12-31 10:31:12.443564558+00:00,62.4
2023-12-31 10:35:10.624793142+00:00,62.4
2023-12-31 10:39:08.852522101+00:00,64.4
2023-12-31 10:43:07.105494430+00:00,61.4
2023-12-31 10:47:05.283928339+00:00,62.4
2023-12-31 10:51:03.568232790+00:00,63.4
2023-12-31 10:55:01.651074339+00:00,60.4
2023-12-31 10:59:00.142035415+00:00,63.4
2023-12-31 11:02:58.224838003+00:00,62.4
2023-12-31 11:06:56.407777825+00:00,63.4
2023-12-31 11:10:54.589910516+00:00,61.4
2023-12-31 11:14:52.778460363+00:00,65.4
2023-12-31 11:18:51.446700616+00:00,62.4
2023-12-31 11:22:50.478826061+00:00,64.4
2023-12-31 11:26:47.328683063+00:00,63.4
2023-12-31 11:30:45.932257007+00:00,63.4
2023-12-31 11:34:43.800317085+00:00,63.4
2023-12-31 11:38:42.087674607+00:00,62.4
2023-12-31 11:42:40.173322096+00:00,62.4
2023-12-31 11:46:38.167793543+00:00,60.4
2023-12-31 11:50:36.538988597+00:00,62.4
2023-12-31 11:54:34.690222679+00:00,60.4
2023-12-31 11:58:32.815472866+00:00,63.4
2023-12-31 12:02:30.994071600+00:00,58.4
2023-12-31 12:06:29.280706109+00:00,61.4
2023-12-31 12:10:27.374608443+00:00,63.4
2023-12-31 12:14:25.748153379+00:00,61.4
2023-12-31 12:18:24.764574053+00:00,61.4
2023-12-31 12:22:22.338417578+00:00,62.4
2023-12-31 12:26:21.184752442+00:00,61.4
2023-12-31 12:30:18.828493863+00:00,60.4
2023-12-31 12:34:17.288284870+00:00,65.4
2023-12-31 12:38:15.369372120+00:00,63.4
2023-12-31 12:42:13.759397630+00:00,65.4
2023-12-31 12:46:11.942108969+00:00,63.4
2023-12-31 12:50:10.126893437+00:00,65.4
